n 80
m 1
tmax 22.500000
0.424851 0.957181 3
0.433113 0.007739 7
0.064027 0.974921 6
0.396968 0.779460 9
0.224962 0.000000 9
0.049478 0.940518 5
0.515861 0.908528 3
0.330176 0.005739 4
0.093018 0.792884 3
0.292968 0.965553 4
0.342667 0.050078 2
0.082425 0.761298 7
0.506725 0.902917 10
0.114482 0.109234 5
0.158280 0.893713 4
0.198060 1.000000 4
0.460319 0.033062 8
0.000000 0.804024 5
0.278138 0.862234 3
0.289582 0.063127 5
0.000000 0.811299 5
0.396674 1.000000 5
0.308451 0.043465 7
0.011798 0.924506 3
0.398535 0.853048 2
0.204460 0.115586 10
0.068281 0.908863 10
0.469329 0.821558 2
0.204871 0.114461 1
0.000000 0.905545 8
0.456729 0.893433 4
0.294475 0.091280 2
0.247776 0.953787 10
0.665493 0.866364 2
0.259547 0.185866 9
0.005614 0.926176 1
0.417560 0.883597 2
0.356798 0.000000 9
0.018729 0.759468 7
0.417210 0.830288 4
0.196062 0.000000 1
0.081451 0.934787 4
0.361653 0.900642 6
0.170121 0.027264 5
0.061020 0.821452 2
0.476706 1.000000 6
0.136547 0.000000 8
0.077913 0.846476 3
0.484924 0.912462 3
0.202694 0.045288 5
0.000000 0.790959 8
0.559146 0.880651 1
0.373159 0.000000 10
0.025618 0.629974 10
0.465301 0.904097 3
0.169281 0.000000 9
0.000000 0.882903 6
0.412765 0.871763 6
0.260983 0.000000 2
0.033753 0.929675 5
0.419898 0.712014 1
0.290857 0.136632 6
0.256810 0.804848 9
0.445252 0.762815 7
0.316770 0.000000 8
0.138072 0.924198 10
0.389388 0.981423 10
0.339371 0.000000 3
0.006390 0.957727 9
0.205974 0.922881 8
0.326502 0.100711 6
0.000000 0.801043 8
0.294757 0.907946 2
0.307492 0.000000 4
0.000000 0.864743 1
0.420081 0.910223 5
0.316154 0.000000 7
0.094851 0.906214 9
0.327315 0.877888 2
0.327804 0.013477 6
