n 150
m 1
tmax 20.000000
0.686149 0.266662 9
0.301091 0.056640 2
0.081278 0.835393 11
0.053640 0.248748 7
0.432344 0.969404 6
0.355785 0.088418 7
0.654957 0.628472 10
0.507753 0.388621 7
0.338364 0.169233 4
0.881854 0.193564 1
0.758497 0.666737 1
0.046980 0.816817 12
0.159100 0.896039 8
0.885398 0.983880 2
0.407207 0.479395 1
0.713327 0.423174 4
0.381110 0.623799 3
0.305621 0.189338 4
0.679881 0.017480 5
0.461250 0.286743 9
0.761005 0.806083 9
0.711128 0.574570 9
0.538574 0.085918 8
0.308826 0.433799 9
0.857764 0.023543 7
0.273078 0.393210 2
0.586509 0.757644 1
0.721259 0.917883 2
0.766302 0.831804 5
0.305979 0.774573 2
0.044647 0.128548 7
0.764348 0.966993 10
0.937399 0.046136 1
0.710918 0.586523 4
0.333364 0.737467 5
0.947728 0.462792 10
0.064874 0.872711 4
0.951525 0.354702 1
0.163297 0.022805 2
0.742322 0.642877 9
0.300722 0.479378 9
0.397073 0.220931 2
0.421334 0.746345 2
0.647426 0.224304 7
0.654852 0.015202 3
0.665105 0.249415 4
0.988025 0.279299 5
0.920292 0.017392 4
0.766654 0.809425 4
0.629433 0.826437 3
0.372915 0.930211 1
0.935126 0.256276 2
0.556388 0.580476 7
0.313516 0.191719 4
0.298675 0.254653 1
0.763218 0.044614 4
0.804759 0.470057 12
0.302667 0.350909 1
0.144103 0.037932 3
0.617402 0.619822 6
0.704807 0.111929 10
0.586598 0.281240 3
0.465667 0.947879 7
0.005372 0.204698 2
0.563669 0.612177 4
0.181481 0.693459 3
0.138422 0.364565 3
0.235854 0.877320 5
0.117242 0.327047 6
0.528184 0.146358 4
0.572238 0.542644 9
0.537399 0.676336 1
0.266569 0.198073 3
0.920237 0.145275 7
0.298739 0.074649 10
0.458604 0.331891 6
0.938171 0.669722 2
0.808891 0.866169 8
0.405711 0.590701 8
0.240907 0.751570 6
0.852926 0.904846 3
0.194732 0.298629 2
0.040427 0.062374 7
0.994825 0.532979 7
0.279933 0.841578 7
0.287118 0.115270 5
0.897365 0.570391 10
0.477109 0.784370 1
0.120575 0.939885 10
0.525378 0.460376 4
0.827158 0.509622 8
0.340106 0.824926 2
0.741479 0.656526 9
0.211600 0.813966 7
0.758527 0.049815 1
0.181116 0.178435 6
0.720403 0.730823 5
0.421459 0.461032 1
0.952466 0.146109 6
0.515602 0.002899 5
0.733157 0.517097 8
0.678849 0.733202 2
0.802055 0.241899 3
0.671071 0.051965 9
0.887755 0.984849 2
0.617622 0.109305 6
0.846543 0.523403 12
0.495091 0.907843 10
0.973616 0.581921 3
0.419506 0.118022 8
0.635922 0.037560 7
0.619847 0.713427 6
0.121125 0.733118 9
0.698563 0.849436 7
0.232572 0.647630 1
0.935434 0.406950 3
0.074013 0.561352 8
0.228260 0.150133 4
0.242787 0.468203 5
0.597350 0.137625 1
0.393496 0.829026 4
0.136104 0.248612 3
0.941091 0.291873 5
0.957654 0.787625 6
0.904422 0.857172 1
0.093948 0.240248 10
0.270203 0.359911 4
0.261867 0.547844 8
0.766273 0.000471 1
0.203886 0.587912 4
0.607647 0.083080 9
0.730293 0.861812 4
0.316423 0.017139 4
0.881094 0.686511 6
0.341523 0.887507 6
0.528200 0.687875 2
0.152838 0.128032 1
0.196514 0.505436 2
0.042283 0.031734 9
0.685848 0.489584 9
0.929932 0.812198 3
0.665848 0.712505 5
0.982114 0.938184 3
0.139944 0.616748 4
0.761829 0.023903 4
0.674981 0.779717 9
0.218534 0.913188 10
0.415751 0.601039 4
0.260711 0.816676 7
0.622711 0.501039 6
