n 1000
m 1
tmax 13.116938
0.000000 0.859062 0
0.699010 0.245619 7
0.213306 0.614668 8
0.379393 0.976393 4
1.000000 0.608168 5
0.320747 0.133283 1
0.419691 0.497005 5
0.000000 0.850466 10
0.846113 0.404741 3
0.381957 0.214325 4
0.151909 0.088827 8
0.846873 0.475497 6
0.076301 1.000000 3
0.694096 0.800714 3
0.697464 0.081609 2
0.390407 1.000000 6
0.943019 0.225751 2
0.196804 0.569232 3
0.146114 0.863237 4
0.850072 0.519104 9
0.592491 0.117615 6
0.393879 0.787792 9
0.197126 0.834178 8
0.580819 0.607957 8
0.225815 0.000000 7
0.215394 0.332629 6
0.770367 0.577785 2
0.258309 0.732968 5
0.491455 1.000000 7
0.765867 0.000000 3
0.106100 1.000000 1
0.874848 0.334757 4
0.113677 0.682087 4
0.056899 0.770549 8
0.774937 0.717658 9
0.529449 0.000000 9
0.268384 0.959702 6
0.000000 0.794717 10
0.842679 0.455367 10
0.655735 0.116231 3
0.147901 0.272998 3
0.782025 0.512777 6
0.122505 0.773324 9
0.402337 0.894675 7
0.861906 0.197508 6
0.216129 0.877296 9
0.734336 0.290942 5
0.213177 0.564538 2
0.000000 0.594372 4
1.000000 0.799454 6
0.641893 0.000000 9
0.413101 0.794888 8
0.214061 1.000000 2
0.616560 0.305634 10
0.266166 0.430948 1
0.000000 0.362635 4
1.000000 0.524559 6
0.216602 1.000000 9
0.454092 0.790043 2
0.727449 0.218504 9
0.014638 0.722300 9
0.696098 0.276281 3
0.000000 0.796452 7
0.373700 0.476621 5
0.612688 0.560943 10
0.354184 0.000000 7
0.409389 0.405035 8
0.000000 0.848954 4
0.675434 0.499393 6
0.841749 0.343968 9
0.000000 0.397948 5
0.696113 0.500147 7
0.383745 0.991715 6
0.518712 1.000000 7
0.800242 0.000000 8
0.000000 1.000000 10
0.594196 0.173791 8
0.304827 0.622548 1
0.004327 0.692434 7
0.830054 0.645913 4
0.676103 0.000000 10
0.458853 0.626499 7
0.206392 0.789325 5
0.833878 0.461811 8
0.508924 0.272188 10
0.172371 0.206164 9
0.935872 0.858198 4
0.374309 0.978604 7
0.328301 1.000000 1
0.905449 0.000000 2
0.033464 0.975108 7
0.891048 0.062695 1
0.223222 0.743321 8
0.168635 1.000000 6
0.633810 0.391244 8
0.430024 0.023719 4
0.534656 0.814158 9
0.000000 0.661746 8
0.645617 0.028847 5
0.356383 0.292916 9
0.133092 0.658667 6
1.000000 0.142166 9
0.203279 0.764521 8
0.401242 0.666111 1
0.901738 0.143393 9
0.419095 0.909910 10
0.994066 0.000000 6
0.043857 0.799407 4
0.259795 0.886211 9
1.000000 0.759676 5
0.711846 0.168361 3
0.496689 0.617384 2
0.214248 0.764325 3
0.839802 0.341059 10
0.600230 0.371914 6
0.297874 0.349134 7
0.596837 0.304021 2
0.259931 0.759715 4
0.597493 0.982764 4
0.664398 0.000000 3
0.275784 0.974515 8
0.942368 0.414365 6
0.375885 0.539459 5
0.459551 0.910646 1
0.834176 0.900181 6
0.696370 0.101580 2
0.467781 0.694079 8
0.089683 0.897015 9
0.577931 0.424798 9
0.584295 0.362424 9
0.000000 0.153862 7
0.638425 0.285083 4
0.175457 0.926121 3
0.598805 0.889075 2
