n 600
m 1
tmax 12.188670
0.316757 0.033341 0
0.778381 0.799286 5
0.697774 0.225433 7
0.545111 0.515976 3
0.004551 0.003285 10
0.959264 0.319566 9
0.727893 0.605819 1
0.290943 0.647228 8
0.823004 0.619815 6
0.755903 0.228223 8
0.635274 0.059934 8
0.841200 0.215920 8
0.955392 0.308189 7
0.376834 0.254260 9
0.061322 0.673657 4
0.226307 0.815951 6
0.562262 0.297883 6
0.998011 0.447635 9
0.403870 0.517518 7
0.787454 0.876507 3
0.146301 0.757939 6
0.210159 0.271495 10
0.240915 0.439880 6
0.283159 0.480396 3
0.897002 0.116121 1
0.459775 0.509702 4
0.707358 0.395286 2
0.705281 0.256431 7
0.489450 0.365138 3
0.787249 0.137270 1
0.155329 0.646724 3
0.714298 0.018476 6
0.355143 0.450976 8
0.925114 0.431821 4
0.693523 0.797333 2
0.673246 0.846038 5
0.376472 0.434206 4
0.106519 0.689053 6
0.873533 0.677454 3
0.630194 0.866774 5
0.444590 0.401718 3
0.591989 0.787307 5
0.360570 0.568980 6
0.587629 0.666993 6
0.718048 0.723690 10
0.165747 0.191817 10
0.336370 0.472408 1
0.925214 0.718313 7
0.649890 0.848504 6
0.588228 0.556678 8
0.203462 0.346418 10
0.613747 0.933159 1
0.842997 0.675351 5
0.107807 0.619918 4
0.128876 0.141475 8
0.940007 0.299855 7
0.322559 0.736811 10
0.378116 0.340037 9
0.724781 0.347954 6
0.882644 0.220384 9
0.449219 0.264370 6
0.331068 0.903461 1
0.720355 0.309203 8
0.481756 0.041032 10
0.061476 0.027300 2
0.619509 0.106742 7
0.725523 0.297758 5
0.122380 0.662548 10
0.956964 0.909418 1
0.951002 0.869469 5
0.124158 0.454625 3
0.625365 0.020159 4
0.627174 0.955507 5
0.555329 0.934595 4
0.573919 0.707057 3
0.274216 0.390433 8
0.055384 0.069641 7
0.022635 0.486419 1
0.969102 0.723965 5
0.012108 0.238973 9
0.095986 0.003230 2
0.241094 0.701774 8
0.293758 0.706558 6
0.945610 0.724756 5
0.095592 0.605438 2
0.497217 0.770737 5
0.321052 0.926349 7
0.182006 0.232782 4
0.637344 0.892213 6
0.976203 0.722379 3
0.235092 0.880067 6
0.363050 0.003663 1
0.120064 0.839443 6
0.942186 0.814270 6
0.666744 0.449295 5
0.050194 0.010964 3
0.092901 0.094542 4
0.667915 0.684473 5
0.430211 0.275936 9
0.453876 0.888367 3
0.605276 0.977607 5
0.938224 0.341005 8
0.993804 0.498735 9
0.250048 0.263725 3
0.262155 0.570745 2
0.262220 0.823266 2
0.563712 0.300881 8
0.725110 0.672015 9
0.668421 0.605554 10
0.461827 0.520322 7
0.817948 0.839838 9
0.677090 0.989053 8
0.757883 0.557073 5
0.527628 0.412621 5
0.566259 0.513798 6
0.703083 0.063041 4
0.942989 0.352677 4
0.420408 0.519880 9
0.367512 0.943274 3
0.126098 0.285197 1
0.548838 0.931017 5
0.591651 0.169020 2
0.762848 0.992086 9
0.989046 0.425694 6
0.039987 0.401100 6
0.605277 0.318261 3
0.648318 0.423816 1
0.415920 0.054822 6
0.381415 0.750378 9
0.301397 0.997653 10
0.250177 0.679445 6
0.113053 0.773041 8
0.622877 0.971059 2
0.566345 0.745936 1
0.695794 0.674417 1
0.570137 0.694274 7
0.274110 0.609621 1
0.029902 0.315930 2
0.625004 0.314588 5
0.636974 0.665525 1
0.905967 0.880760 2
0.902080 0.039823 10
0.988299 0.691107 5
0.071649 0.374742 1
0.266030 0.704203 1
0.905356 0.813011 3
0.482594 0.852679 4
0.464095 0.932165 1
0.523795 0.317742 1
0.033105 0.509146 1
0.761951 0.953068 8
0.799501 0.767720 4
0.300489 0.638238 5
0.638707 0.157947 4
0.607060 0.205818 8
0.132615 0.830191 3
0.814781 0.185648 3
0.728770 0.054107 10
0.712184 0.934706 10
0.567127 0.614566 2
0.324281 0.120086 4
0.762958 0.764474 4
0.056360 0.914857 9
0.834405 0.240130 1
0.018838 0.452352 7
0.967923 0.507097 7
0.816646 0.021572 7
0.933421 0.423760 5
0.212078 0.342754 3
0.526704 0.820249 10
0.063176 0.573958 4
0.927420 0.708059 6
0.231895 0.490335 8
0.538057 0.007102 2
0.282147 0.484103 5
0.331513 0.570636 9
0.943735 0.433110 1
0.576316 0.868258 3
0.701941 0.732994 4
0.934601 0.850651 6
0.654556 0.192548 7
0.116859 0.981618 6
0.336349 0.994681 1
0.713441 0.580693 8
0.894813 0.912842 3
0.216408 0.759115 8
0.922900 0.322214 8
0.407044 0.663646 9
0.250621 0.798688 4
0.601388 0.098085 8
0.565900 0.157127 9
0.690313 0.247223 4
0.013509 0.915069 9
0.734846 0.934054 4
0.807697 0.928457 8
0.406524 0.410982 2
0.469572 0.654614 8
0.990255 0.892582 4
0.607805 0.092384 7
0.597781 0.738398 2
0.253529 0.009760 3
0.019099 0.412673 1
0.800510 0.809573 6
0.372089 0.230596 1
0.536379 0.285875 9
0.522308 0.984827 10
0.885822 0.581335 8
0.900181 0.768758 3
0.873823 0.870026 6
0.563988 0.717936 10
0.480336 0.344290 3
0.782040 0.970369 1
0.460692 0.671209 5
0.974551 0.189738 5
0.090353 0.086429 8
0.258729 0.454378 7
0.887568 0.287329 10
0.580393 0.897897 6
0.885010 0.413712 5
0.481049 0.650052 5
0.961449 0.117018 1
0.043369 0.663032 6
0.735105 0.088620 2
0.123233 0.781125 2
0.023344 0.657193 5
0.825841 0.021841 1
0.190253 0.720740 2
0.005949 0.765442 10
0.197972 0.785298 9
0.529288 0.166436 10
0.951936 0.903495 10
0.715673 0.201163 9
0.812770 0.795686 1
0.975004 0.557957 10
0.831825 0.002879 9
