n 200
m 1
tmax 4.762814
0.150540 0.095552 1
0.122412 0.788393 7
0.371374 0.804887 8
0.419740 0.380728 4
0.000000 0.603623 6
0.118170 0.956976 1
0.093562 0.536594 3
0.214794 0.502428 5
0.081439 0.245104 10
0.268361 0.902754 6
0.439552 0.731983 6
0.456217 0.454230 9
0.000000 0.533610 6
0.078960 0.706420 5
0.000000 0.537886 1
0.292437 0.420509 5
0.018040 0.319555 10
0.273207 0.986633 7
0.242337 0.731640 7
0.551394 0.569635 1
0.158497 0.466304 7
0.070868 0.780909 6
0.058399 0.831648 2
0.158479 0.497893 3
0.292732 0.425553 1
0.261770 1.000000 3
0.531729 0.821632 9
0.419033 0.405042 3
0.053131 0.554452 1
0.141716 0.822249 2
0.158783 0.706021 3
0.335577 0.557284 10
0.000000 0.343475 10
0.275225 0.922659 9
0.445206 0.772554 7
0.621833 0.363310 7
0.125459 0.479739 7
0.008009 0.612474 8
0.181728 0.456882 8
0.007607 0.334429 4
0.035595 0.233472 5
0.397939 1.000000 7
0.642601 0.716636 9
0.452177 0.502603 10
0.103913 0.617187 9
0.000000 0.659197 8
0.000000 0.500170 8
0.171566 0.514208 8
0.148787 0.115878 10
0.320059 0.865525 9
0.387144 0.883924 1
0.641653 0.713614 10
0.000000 0.447446 9
0.121174 0.790503 9
0.155398 0.696837 6
0.000000 0.532750 1
0.032543 0.246962 8
0.413312 0.879884 2
0.485336 0.809434 4
0.575462 0.489655 9
0.000000 0.704202 8
0.139426 0.763439 9
0.000000 0.275129 4
0.319326 0.416717 8
0.062556 0.339144 6
0.473255 0.855280 9
0.563498 0.791755 3
0.425897 0.573171 3
0.023613 0.405152 2
0.000000 0.925101 2
0.000000 0.842729 4
0.149319 0.278941 2
0.306405 0.257235 6
0.446620 1.000000 9
0.595277 0.671885 2
0.553676 0.646343 5
0.014518 0.491710 5
0.162931 0.700291 8
0.000000 0.664929 2
0.268619 0.361917 2
0.052295 0.216231 8
0.253047 0.862622 8
0.366768 0.737479 9
0.395685 0.463149 4
0.000000 0.460715 3
0.068030 0.662778 8
0.361849 0.566449 7
0.000000 0.475997 5
0.200560 0.167980 9
0.381269 0.726416 10
0.464975 0.544090 1
0.296715 0.615701 2
0.046039 0.472090 6
0.272682 0.868675 6
0.000000 0.457384 7
0.364360 0.361004 3
0.183695 0.227720 10
0.274959 0.991364 7
0.324348 0.780624 4
0.752245 0.448254 8
0.000000 0.434737 4
0.068971 0.703974 5
0.113433 0.616719 2
0.201800 0.364206 9
0.000000 0.169634 6
0.412039 0.925050 8
0.581021 0.473715 7
0.424946 0.688952 9
0.025149 0.601935 5
0.078583 0.857879 7
0.000000 0.536029 3
0.225911 0.362309 4
0.257405 0.277583 6
0.284669 0.829910 6
0.557613 0.910512 9
0.560406 0.661540 1
0.237806 0.658022 10
0.000000 0.810997 7
0.068129 0.511824 6
0.006486 0.325519 1
0.184050 0.449800 2
0.313718 1.000000 6
0.372022 0.495216 4
0.664768 0.501711 5
0.000000 0.511962 5
0.018835 0.701546 7
0.055755 0.539462 10
0.234297 0.540020 2
0.000000 0.408839 9
0.094421 0.942911 10
0.530430 0.758243 10
0.524769 0.418669 3
0.000000 0.572939 8
0.242865 0.464177 3
0.033360 0.700344 7
0.104324 0.457496 9
0.304729 0.132799 3
0.392676 0.970219 6
0.518886 0.478626 6
0.589808 0.704564 3
0.000000 0.274549 2
0.120805 0.717395 9
0.000000 0.625480 10
0.224552 0.685073 4
0.038543 0.293718 5
0.422997 0.929524 9
0.718019 0.692100 4
0.526313 0.552736 5
0.000000 0.414225 5
0.109565 0.554109 8
0.000000 0.616742 2
0.008116 0.517200 5
0.005257 0.231327 4
0.462610 0.918278 9
0.495670 0.600614 1
0.523583 0.442738 9
0.000000 0.641079 4
0.000000 0.871716 1
0.000000 0.533667 4
0.173428 0.486489 9
0.035767 0.000000 4
0.226425 0.776953 3
0.455023 0.706431 9
0.343779 0.493052 3
0.000000 0.694765 2
0.047635 0.969203 10
0.000000 0.655048 7
0.247010 0.609700 3
0.201051 0.272152 1
0.513799 0.979481 8
0.388679 0.573026 5
0.370261 0.366921 5
0.025439 0.480838 7
0.062737 0.983070 9
0.000000 0.621133 10
0.124059 0.212765 4
0.169200 0.398117 9
0.523434 0.864891 4
0.299506 0.550023 6
0.508324 0.660219 7
0.149162 0.621755 7
0.153394 0.759178 4
0.033465 0.613445 9
0.176656 0.548793 10
0.031042 0.191135 6
0.308432 0.951187 10
0.658220 0.387955 9
0.700569 0.395970 1
0.105977 0.565452 1
0.000000 0.734460 6
0.000000 0.501603 3
0.079508 0.503864 10
0.085240 0.104799 6
0.342363 0.930473 3
0.539585 0.529544 7
0.633604 0.493882 7
0.000000 0.532731 4
0.000000 0.726763 6
0.015154 0.726635 4
0.243084 0.566617 5
