n 150
m 1
tmax 20.000000
0.189952 0.452271 0
0.495937 0.493854 3
0.667174 0.353514 0
0.794948 0.971976 1
0.895419 0.182116 5
0.725713 0.963972 3
0.886609 0.948993 2
0.486144 0.449530 0
0.914402 0.502139 2
0.027229 0.980250 2
0.834645 0.449417 3
0.745108 0.261074 2
0.446299 0.078425 2
0.261371 0.360195 2
0.751267 0.229552 1
0.390571 0.852841 1
0.541795 0.803731 1
0.838293 0.088075 7
0.287722 0.341424 0
0.995767 0.024011 5
0.616414 0.134663 2
0.382231 0.966012 1
0.777634 0.601398 0
0.852563 0.896943 1
0.909167 0.344617 3
0.313843 0.741162 0
0.177479 0.635981 0
0.918557 0.132985 6
0.577270 0.373004 3
0.715561 0.542298 3
0.358666 0.662052 1
0.123915 0.633406 2
0.296991 0.343191 1
0.911668 0.119921 8
0.676313 0.039409 1
0.588966 0.988239 1
0.056757 0.855344 2
0.825813 0.374188 1
0.712612 0.191707 3
0.061858 0.275719 1
0.374817 0.204541 2
0.178718 0.862217 0
0.026386 0.253339 1
0.627149 0.200350 2
0.431854 0.654834 3
0.134100 0.727401 0
0.872135 0.067163 5
0.197021 0.174507 0
0.105700 0.208972 1
0.090937 0.248020 2
0.330536 0.021876 2
0.148193 0.307266 3
0.734744 0.263099 2
0.991494 0.064692 5
0.886039 0.369415 0
0.608733 0.195169 1
0.223073 0.642887 3
0.928500 0.852076 6
0.569511 0.707961 1
0.289699 0.380269 3
0.141914 0.279074 0
0.430950 0.229120 0
0.375091 0.360203 0
0.658382 0.833634 3
0.044153 0.312138 2
0.100559 0.425240 3
0.305599 0.488780 2
0.841448 0.652919 5
0.857472 0.817955 7
0.942793 0.069822 7
0.936179 0.341846 2
0.853468 0.737418 5
0.668024 0.823791 2
0.519984 0.247845 3
0.646590 0.886493 2
0.194662 0.988268 0
0.648937 0.108010 3
0.852387 0.265277 1
0.742216 0.608117 2
0.077096 0.603228 3
0.134398 0.615006 1
0.232676 0.409528 3
0.180422 0.483130 1
0.756803 0.332411 1
0.390230 0.377930 0
0.855047 0.292255 1
0.523995 0.509015 2
0.340443 0.079435 1
0.976174 0.196380 0
0.453264 0.649936 1
0.459266 0.037976 0
0.053156 0.024549 3
0.401806 0.464023 2
0.995601 0.778397 5
0.724973 0.756697 6
0.211521 0.870889 1
0.297290 0.513261 3
0.212965 0.955511 0
0.578649 0.352290 2
0.148928 0.273175 3
0.949920 0.379835 1
0.063289 0.979791 1
0.694034 0.209794 0
0.836705 0.519486 1
0.306208 0.476064 2
0.949869 0.905566 0
0.809816 0.298405 1
0.841954 0.490165 1
0.668676 0.795159 3
0.830831 0.672582 8
0.545643 0.869983 1
0.752311 0.063049 7
0.898884 0.513485 1
0.795921 0.768313 7
0.159953 0.720872 3
0.890494 0.834483 8
0.744796 0.679822 8
0.345206 0.865825 0
0.529142 0.333041 0
0.413277 0.749806 3
0.150423 0.401055 0
0.451181 0.754360 0
0.587074 0.111071 3
0.910683 0.918952 0
0.223924 0.886233 3
0.670505 0.437104 1
0.059505 0.465495 1
0.506308 0.849139 2
0.280753 0.486712 2
0.775166 0.179835 5
0.287540 0.588593 2
0.870743 0.459495 3
0.906003 0.134686 5
0.304364 0.099505 1
0.580153 0.991422 2
0.033512 0.013250 0
0.048155 0.477818 2
0.347118 0.063674 3
0.298200 0.948284 3
0.596281 0.551114 3
0.658320 0.762007 2
0.642099 0.466616 0
0.332442 0.854579 0
0.413909 0.913878 1
0.187579 0.232108 0
0.729703 0.054474 7
0.300006 0.453470 2
0.768316 0.673658 7
0.756033 0.910314 1
0.621432 0.226377 3
