n 1500
m 1
tmax 21.529433
0.903248 0.808894 8
0.702221 0.507627 8
0.788432 0.676555 10
0.901902 0.496943 7
0.192010 0.302371 5
0.729187 0.570135 2
0.165582 0.962629 1
0.683534 0.797552 4
0.740391 0.152648 3
0.340102 0.430403 4
0.674920 0.617536 4
0.138314 0.911523 5
0.739482 0.056939 8
0.446860 0.331638 10
0.639606 0.654204 8
0.156966 0.845958 9
0.489788 0.325985 10
0.853033 0.645322 17
0.379227 0.280741 8
0.610351 0.332074 0
0.313642 0.785781 7
0.466633 0.570267 2
0.857342 0.094678 6
0.239829 0.988534 0
0.341182 0.608692 9
0.855924 0.571653 13
0.006642 0.740375 7
0.950011 0.996749 3
0.779306 0.155136 5
0.829515 0.434814 9
0.950641 0.266704 9
0.826527 0.063251 5
0.403539 0.190469 0
0.547422 0.419627 0
0.176995 0.309821 5
0.371952 0.038812 2
0.540842 0.439909 0
0.068097 0.704102 3
0.073337 0.399214 8
0.175098 0.421167 1
0.739014 0.449501 8
0.919870 0.398069 3
0.607288 0.177118 8
0.909440 0.047635 6
0.178628 0.546910 13
0.285006 0.163590 4
0.290752 0.660562 9
0.471636 0.522120 7
0.896201 0.110990 4
0.062985 0.267452 10
0.420299 0.718169 4
0.862796 0.760056 12
0.380760 0.590805 8
0.264201 0.226624 6
0.962742 0.872094 6
0.509582 0.277192 4
0.457453 0.132193 0
0.474309 0.127000 9
0.578741 0.774091 7
0.755908 0.562161 8
0.182824 0.140689 6
0.232442 0.397819 8
0.001999 0.460703 9
0.849681 0.333643 9
0.362459 0.458861 6
0.151155 0.861475 7
0.407985 0.082975 2
0.478373 0.872219 1
0.362770 0.681338 6
0.731650 0.796130 9
0.750398 0.094720 9
0.278950 0.204472 8
0.390055 0.607681 7
0.140435 0.801809 1
0.359692 0.707276 5
0.709656 0.938419 10
0.959024 0.227878 8
0.461276 0.650342 5
0.088260 0.311161 6
0.785521 0.197065 1
0.815863 0.681792 13
0.403102 0.159722 7
0.913720 0.053192 3
0.862690 0.080835 9
0.438553 0.606462 7
0.022611 0.344587 5
0.185141 0.307003 0
0.172822 0.896472 1
0.069602 0.129914 3
0.418467 0.423782 7
0.314099 0.562872 3
0.611253 0.314398 2
0.457501 0.692888 5
0.590309 0.590595 8
0.954298 0.125555 10
0.741295 0.716694 2
0.536586 0.940297 9
0.304434 0.974067 2
0.641788 0.174057 8
0.838714 0.525563 7
0.701836 0.668282 8
0.605516 0.374431 4
0.553166 0.513010 2
0.501461 0.681286 7
0.063068 0.686945 8
0.898769 0.028163 7
0.641698 0.187685 3
0.843555 0.256207 8
0.918574 0.920892 1
0.937234 0.513044 0
0.310401 0.126646 9
0.104326 0.630649 15
0.832619 0.666110 15
0.609077 0.598975 8
0.972842 0.159462 9
0.749271 0.499044 9
0.476946 0.483761 7
0.368235 0.895184 2
0.333990 0.872889 1
0.040053 0.609483 15
0.043757 0.731679 10
0.351672 0.587432 2
0.007212 0.795426 7
0.454192 0.743175 0
0.991188 0.071547 6
0.929885 0.253020 1
0.331902 0.896808 3
0.199026 0.503266 16
0.751149 0.501303 5
0.851704 0.587415 18
0.720208 0.538683 6
0.605075 0.564822 1
0.851215 0.187139 8
0.768952 0.472839 10
0.680537 0.249969 1
0.342480 0.378850 9
0.180778 0.822595 1
0.933730 0.525892 18
0.962645 0.023905 0
0.980344 0.060608 9
0.621196 0.153389 2
0.141828 0.268040 4
0.102975 0.227679 9
0.585127 0.693258 0
0.325955 0.526228 8
0.702525 0.126927 5
0.429195 0.016448 1
0.986045 0.733455 11
0.237606 0.071963 9
0.010913 0.722062 6
0.417349 0.938031 10
0.509899 0.793183 4
0.572542 0.917917 2
0.991187 0.588603 10
0.418901 0.419577 6
0.160753 0.695090 13
0.125713 0.161286 2
0.928373 0.386805 1
0.384352 0.162799 7
0.891620 0.436459 0
0.483757 0.912029 1
0.062731 0.879114 7
0.866782 0.158574 7
0.562359 0.898449 1
0.691255 0.457179 9
0.945203 0.136509 3
0.706648 0.341716 0
0.268570 0.075761 2
0.909585 0.426104 5
0.619019 0.042714 10
0.918067 0.414542 3
0.370993 0.407122 7
0.725922 0.851765 7
0.886451 0.312534 3
0.628074 0.795411 7
0.076646 0.000624 0
0.547120 0.285295 6
0.730320 0.325086 2
0.696892 0.348115 8
0.487333 0.357320 3
0.261706 0.414855 8
0.700711 0.560745 3
0.839723 0.849952 1
0.565799 0.489925 9
0.022537 0.963315 9
0.201946 0.517353 15
0.755164 0.201450 4
0.473211 0.047562 1
0.370939 0.715117 9
0.123533 0.453712 8
0.830077 0.487635 5
0.379836 0.545383 8
0.918020 0.373792 7
0.397807 0.670808 0
0.828010 0.670003 9
0.013052 0.977089 5
0.011035 0.800996 6
0.218699 0.981085 2
0.492104 0.680148 2
0.233974 0.129270 2
0.338623 0.292683 3
0.624189 0.367923 4
0.567456 0.191360 2
0.352648 0.101035 1
0.970563 0.998116 3
0.991136 0.440378 6
0.123683 0.352065 3
0.164997 0.797515 8
0.998955 0.215184 0
0.064078 0.718754 7
0.161361 0.958444 8
0.301013 0.745224 1
0.987347 0.739951 13
