n 100
m 1
tmax 4.892755
0.384549 0.934854 2
0.853727 0.724234 2
0.646507 0.691139 3
0.844780 0.448874 6
0.678343 0.351539 6
0.000000 0.357498 2
0.673072 0.000000 3
0.044659 0.393317 4
0.572266 0.904779 3
0.629398 0.872789 1
0.612171 0.426664 3
0.657603 0.364655 2
0.735547 0.383889 6
0.188826 0.070559 2
0.577886 0.286934 1
0.268412 0.376496 5
0.509157 0.886727 3
0.567389 0.709446 1
0.546333 0.581309 2
0.578131 0.418176 3
0.514047 0.354205 1
0.091943 0.181665 3
0.586336 0.282789 1
0.069618 0.278514 2
0.463639 0.925988 3
0.895954 0.744435 2
0.597167 0.565056 2
0.710960 0.447886 3
0.549115 0.345306 3
0.000000 0.050037 6
0.579300 0.196284 1
0.189414 0.542897 4
0.469151 0.914616 2
0.719056 0.932080 2
0.642714 0.439036 2
0.777436 0.403773 5
0.581643 0.526685 2
0.053037 0.177312 6
0.752827 0.138396 1
0.289505 0.439221 6
0.539251 0.810837 3
0.856490 0.855446 3
0.418323 0.486837 4
0.772396 0.467284 4
0.584591 0.349091 2
0.018300 0.257368 1
1.000000 0.306965 1
0.186333 0.446367 6
0.498304 0.691548 3
0.533897 0.745122 3
0.588725 0.439943 3
0.602065 0.564033 2
0.437943 0.355802 5
0.249783 0.026549 3
0.710661 0.161678 3
0.220446 0.583948 6
0.465639 0.905308 1
0.954416 0.806997 1
0.493692 0.234762 1
0.504559 0.380379 4
0.677397 0.579933 1
0.000000 0.311947 2
0.738778 0.112857 3
0.188434 0.450091 5
0.379175 0.945300 1
0.720404 0.839800 2
0.593847 0.496104 1
0.576705 0.287007 1
0.636775 0.459144 3
0.264895 0.208043 3
0.720082 0.164848 1
0.125438 0.413255 4
0.611700 0.823695 1
0.904919 1.000000 2
0.563443 0.223745 1
0.815775 0.335340 6
0.355200 0.171792 2
0.096438 0.195483 3
0.564678 0.017308 1
0.190814 0.387121 6
0.518185 0.759350 2
0.866735 0.582038 3
0.364832 0.427761 6
0.860242 0.512143 3
0.780254 0.190962 5
0.002530 0.278366 2
0.584971 0.405803 2
0.145031 0.477250 4
0.490300 0.847030 3
0.878223 0.872868 2
0.570491 0.586237 3
0.871735 0.222091 4
0.568109 0.365635 1
0.035305 0.185790 5
0.641692 0.208654 3
0.202638 0.585756 6
0.529429 0.909531 3
0.955265 0.863261 1
0.661748 0.375622 2
0.614827 0.353511 1
