n 80
m 1
tmax 3.636953
0.041519 0.496358 3
0.743934 0.377842 1
0.545311 0.129984 7
0.978065 0.875225 2
0.314490 0.443694 4
0.820992 0.528796 9
0.682906 0.213213 3
0.629743 0.279162 5
0.555491 0.745008 1
0.729231 0.251307 1
0.594013 0.891222 2
0.963004 0.932401 2
0.516648 0.901705 1
0.460676 0.912128 6
0.524550 0.724261 1
0.968409 0.955895 4
0.635545 0.011790 8
0.909893 0.711860 4
0.974150 0.316365 3
0.921728 0.741783 10
0.113332 0.457363 10
0.163601 0.261135 6
0.766288 0.781252 8
0.274264 0.707145 5
0.594421 0.017828 5
0.698820 0.495870 1
0.200024 0.051546 10
0.822079 0.545195 9
0.528311 0.807416 7
0.986991 0.422038 6
0.338766 0.965488 6
0.831925 0.482266 5
0.791375 0.150937 1
0.529979 0.641853 4
0.753046 0.817735 9
0.934149 0.049044 2
0.040927 0.201971 1
0.577033 0.767677 1
0.189041 0.264867 10
0.915421 0.098049 4
0.903391 0.997823 6
0.885718 0.816779 9
0.680505 0.811003 9
0.974811 0.961083 3
0.270693 0.221106 1
0.529296 0.217551 2
0.926916 0.922806 4
0.538649 0.005479 4
0.911275 0.321888 5
0.330436 0.892794 5
0.561247 0.571713 3
0.899362 0.895108 3
0.106902 0.309625 2
0.237246 0.112267 5
0.501122 0.541763 4
0.505290 0.704501 6
0.632141 0.088498 10
0.537665 0.079704 1
0.400536 0.290064 1
0.725408 0.725767 10
0.433198 0.245435 9
0.899512 0.708939 7
0.096121 0.489902 3
0.764753 0.650325 2
0.280255 0.211494 6
0.488075 0.912819 9
0.827431 0.866667 7
0.048821 0.965749 9
0.217418 0.582793 7
0.250280 0.437372 3
0.805651 0.528242 9
0.687345 0.231191 9
0.430084 0.839642 6
0.956050 0.078140 10
0.902476 0.228864 4
0.203716 0.256877 9
0.008940 0.428732 7
0.946943 0.573025 3
0.112407 0.341746 4
0.741055 0.754027 2
