n 150
m 1
tmax 7.201970
0.677950 0.837170 14
0.343333 0.898207 3
0.642288 0.596390 9
0.318239 0.271817 0
0.005922 0.178479 4
0.403352 0.384722 3
0.414829 0.349124 8
0.640312 0.914860 8
0.145607 0.548841 1
0.118186 0.575302 5
0.967376 0.333920 1
0.927455 0.207818 9
0.502300 0.796217 7
0.345737 0.789317 4
0.478957 0.705056 7
0.011911 0.798496 9
0.694512 0.927909 10
0.514025 0.401087 9
0.363255 0.831419 5
0.057222 0.691161 7
0.082442 0.017960 0
0.555440 0.806276 1
0.463428 0.375116 5
0.116672 0.013598 8
0.501195 0.581837 0
0.631288 0.827974 11
0.349926 0.216501 6
0.580795 0.131270 10
0.463960 0.876669 3
0.624081 0.990226 3
0.249685 0.067376 7
0.293345 0.356414 6
0.614683 0.313444 0
0.436451 0.698934 0
0.517367 0.285325 8
0.810668 0.263268 3
0.793026 0.858327 10
0.526866 0.851586 6
0.096222 0.156938 4
0.505190 0.846629 10
0.755178 0.814677 5
0.481835 0.870783 3
0.949868 0.700344 3
0.689728 0.228156 3
0.608327 0.966766 4
0.803913 0.339683 8
0.317043 0.202995 6
0.103518 0.296578 8
0.662855 0.683331 1
0.268692 0.335094 4
0.550264 0.304166 5
0.256717 0.967838 10
0.443712 0.125175 7
0.748066 0.945782 15
0.390243 0.043407 5
0.944961 0.522167 7
0.688386 0.836940 11
0.665537 0.280874 8
0.924867 0.978747 8
0.684673 0.687883 10
0.030178 0.823595 12
0.986427 0.583185 8
0.203496 0.083555 0
0.707853 0.673913 13
0.078229 0.979887 10
0.929269 0.580730 10
0.680702 0.823492 15
0.290606 0.057602 6
0.690379 0.244905 5
0.450479 0.236643 2
0.873299 0.307019 0
0.518490 0.080460 10
0.025478 0.812713 12
0.072040 0.689907 6
0.126446 0.157813 2
0.161114 0.165911 8
0.317159 0.317971 2
0.134344 0.131987 8
0.349718 0.006498 6
0.434251 0.619224 4
0.623891 0.748424 10
0.948648 0.493827 9
0.356469 0.455201 9
0.282462 0.533713 10
0.071441 0.914357 13
0.130658 0.728592 10
0.492408 0.796898 0
0.731193 0.390669 1
0.688388 0.451477 6
0.322857 0.606537 6
0.037556 0.499687 10
0.944833 0.404702 2
0.746656 0.061482 9
0.715470 0.149033 4
0.441135 0.081550 0
0.267898 0.862348 9
0.610353 0.231773 0
0.059081 0.183540 7
0.960772 0.612298 0
0.710208 0.341661 5
0.865324 0.901348 9
0.021524 0.101086 4
0.568307 0.975518 9
0.994250 0.015574 1
0.639822 0.237947 10
0.019481 0.599133 5
0.620884 0.432204 10
0.066921 0.855409 12
0.248779 0.648302 8
0.236852 0.313257 10
0.886206 0.634972 3
0.814421 0.268956 3
0.308599 0.801992 3
0.360471 0.025979 6
0.830199 0.603094 2
0.700460 0.827607 9
0.622412 0.523661 7
0.428437 0.650111 3
0.363051 0.695695 7
0.043329 0.007436 9
0.270341 0.214172 10
0.909666 0.922340 5
0.396023 0.564276 12
0.803704 0.686229 9
0.495032 0.382947 6
0.652286 0.163016 4
0.809378 0.569768 0
0.389467 0.914390 7
0.822474 0.863765 11
0.292570 0.508342 9
0.591396 0.818887 6
0.168273 0.417206 9
0.819991 0.979267 6
0.421174 0.588894 2
0.840059 0.215556 3
0.289234 0.204489 2
0.590119 0.989583 9
0.920645 0.195034 4
0.519939 0.452745 1
0.913913 0.975097 14
0.163664 0.131311 2
0.752719 0.044128 2
0.971998 0.309053 3
0.273392 0.700945 10
0.328115 0.255480 4
0.343972 0.401259 13
0.595387 0.908696 1
0.000705 0.368700 10
0.878336 0.292531 0
0.373758 0.117829 7
