n 200
m 1
tmax 5.294223
0.375135 0.852752 5
0.577016 0.443684 0
0.257536 0.896182 8
0.993347 0.087342 3
0.074301 0.685038 2
0.479297 0.014890 0
0.621205 0.780155 1
0.004298 0.924819 3
0.731301 0.604283 0
0.226844 0.479521 1
0.152577 0.655158 2
0.005859 0.920345 0
0.252391 0.502818 0
0.247321 0.964717 3
0.845888 0.767817 2
0.215280 0.140137 0
0.358323 0.590318 5
0.908051 0.120203 3
0.034106 0.162829 3
0.235461 0.867415 1
0.957533 0.429324 0
0.646376 0.012150 3
0.727801 0.704699 1
0.827766 0.278274 3
0.930461 0.466085 0
0.908358 0.385949 0
0.554508 0.078391 2
0.414966 0.647028 8
0.700988 0.926138 3
0.133287 0.034824 3
0.004887 0.711552 1
0.333744 0.419997 2
0.317645 0.100772 1
0.301664 0.488448 2
0.940429 0.456664 2
0.456230 0.234212 1
0.830979 0.441353 2
0.111161 0.790950 3
0.276767 0.713064 5
0.573842 0.943336 1
0.280781 0.979970 3
0.370210 0.050250 1
0.629061 0.187939 1
0.161560 0.274984 0
0.809212 0.087197 0
0.407900 0.882228 8
0.789829 0.464332 3
0.138193 0.263740 1
0.224661 0.898834 2
0.583294 0.967895 2
0.468565 0.945513 6
0.579849 0.245736 2
0.651037 0.014290 1
0.733124 0.319456 0
0.771062 0.022713 1
0.076064 0.267389 0
0.146413 0.268420 1
0.726210 0.686038 3
0.534925 0.530156 0
0.409820 0.903112 8
0.886042 0.982955 3
0.768693 0.577465 3
0.378017 0.751483 7
0.557309 0.813590 3
0.196005 0.197556 1
0.560232 0.189916 2
0.788511 0.832423 2
0.681265 0.159478 2
0.339444 0.306613 1
0.903653 0.229423 0
0.147968 0.589835 0
0.864858 0.610650 0
0.695762 0.064579 2
0.182948 0.935865 1
0.732569 0.370249 1
0.074856 0.655165 1
0.033295 0.749302 3
0.471150 0.013023 0
0.583868 0.091244 1
0.664634 0.317269 0
0.508787 0.423055 0
0.198161 0.813059 0
0.775646 0.932048 3
0.339347 0.132382 2
0.609693 0.760534 3
0.979603 0.819524 3
0.073337 0.304436 0
0.121557 0.272703 0
0.267397 0.108848 1
0.600459 0.101763 2
0.761730 0.685362 1
0.880492 0.683574 2
0.193343 0.067002 2
0.219848 0.154484 3
0.261376 0.686585 7
0.766493 0.765079 2
0.235135 0.327726 3
0.415297 0.614629 5
0.108851 0.269894 1
0.601083 0.565201 0
0.221947 0.288161 1
0.884699 0.948192 2
0.667668 0.710331 0
0.040400 0.737558 3
0.228337 0.858471 2
0.963011 0.031491 2
0.752209 0.510042 0
0.481630 0.245943 0
0.300452 0.849166 8
0.563808 0.726594 2
0.072651 0.468627 0
0.882486 0.994317 1
0.783523 0.070828 0
0.630722 0.149272 3
0.650605 0.544296 0
0.132624 0.034409 2
0.356459 0.708056 6
0.271757 0.455365 3
0.057890 0.563811 2
0.416251 0.013032 0
0.397683 0.006696 2
0.317298 0.976814 8
0.502620 0.029215 0
0.829135 0.768571 0
0.487520 0.974110 7
0.628887 0.923638 2
0.084627 0.590945 3
0.367419 0.587675 8
0.955844 0.812003 3
0.040661 0.961883 0
0.450831 0.179827 0
0.367382 0.835238 7
0.991082 0.534643 3
0.385228 0.712302 5
0.834313 0.859657 0
0.551164 0.062975 0
0.193678 0.775367 0
0.749687 0.254601 1
0.396699 0.525371 2
0.753261 0.979247 3
0.248391 0.846326 5
0.904380 0.125473 0
0.576903 0.211147 1
0.380989 0.416783 1
0.295082 0.541029 8
0.889808 0.216335 3
0.704003 0.430396 0
0.499658 0.914917 6
0.981303 0.808025 1
0.529975 0.065109 2
0.881908 0.472645 3
0.411693 0.124181 3
0.077049 0.864735 3
0.640118 0.659956 2
0.774329 0.740272 2
0.576870 0.744754 2
0.999619 0.606148 1
0.286384 0.867490 7
0.057116 0.301438 3
0.602144 0.980729 3
0.948757 0.028941 0
0.520693 0.472812 0
0.680109 0.166192 2
0.244255 0.991420 2
0.046547 0.145592 3
0.491370 0.867819 5
0.324443 0.086420 2
0.217930 0.984395 2
0.660210 0.702924 0
0.132175 0.306313 2
0.414471 0.274374 3
0.763127 0.169393 1
0.554709 0.652395 1
0.090493 0.158234 1
0.900635 0.411337 3
0.707520 0.208138 0
0.468253 0.246461 3
0.847407 0.152202 2
0.069385 0.145514 1
0.039714 0.769121 2
0.799854 0.696999 1
0.695062 0.449135 2
0.393675 0.253928 0
0.305765 0.646066 6
0.735618 0.046597 0
0.193055 0.505729 0
0.402171 0.750863 6
0.730723 0.091131 1
0.694999 0.005876 0
0.930832 0.965785 1
0.785028 0.202798 3
0.019967 0.467204 1
0.734497 0.568832 1
0.255440 0.158841 2
0.086491 0.304395 3
0.902380 0.469014 1
0.239436 0.973525 1
0.966615 0.956552 1
0.394695 0.874726 6
0.220534 0.549577 8
