n 300
m 1
tmax 5.631216
0.934751 0.660652 1
0.850417 0.831697 7
0.647760 0.117485 8
0.782161 0.240071 9
1.000000 0.490395 9
0.507826 0.225598 2
0.327830 0.589936 7
0.275115 0.820147 2
0.757137 0.598044 10
0.364307 0.453297 7
0.546669 0.912635 5
0.681799 0.611982 2
0.901546 0.680662 10
0.890895 0.869595 10
0.602198 0.101019 9
0.709283 0.250323 3
0.852859 0.520547 2
0.505091 0.206305 1
0.363234 0.532784 9
0.310405 0.870601 4
0.701302 0.538074 5
0.365479 0.592337 1
0.539679 0.821898 5
0.661978 0.529382 9
0.935578 0.660123 7
0.872763 0.789963 1
0.629773 0.109053 7
0.738535 0.248728 8
0.945240 0.511054 6
0.642550 0.232935 9
0.244828 0.642572 7
0.292603 0.921362 5
0.717733 0.600170 2
0.259374 0.508894 6
0.594096 0.860638 4
0.698568 0.605413 10
0.930353 0.699726 3
0.841097 0.859332 6
0.632700 0.162047 2
0.619893 0.186952 8
0.829890 0.509339 7
0.543407 0.266582 7
0.340496 0.513382 8
0.174092 0.861645 6
0.698186 0.552980 7
0.247486 0.541771 8
0.601977 0.817627 8
0.693548 0.554983 1
0.832281 0.729662 10
0.854656 0.822375 10
0.586541 0.158119 1
0.680232 0.253715 5
1.000000 0.470880 5
0.627958 0.253437 5
0.425070 0.644973 6
0.227696 0.876108 1
0.768624 0.651955 10
0.342546 0.551146 3
0.612615 0.962254 1
0.701488 0.582668 1
0.983833 0.708033 4
0.854466 0.849179 9
0.563799 0.136956 4
0.634656 0.297847 5
0.927283 0.484939 6
0.564930 0.283202 2
0.249658 0.550082 3
0.325079 0.856212 3
0.697638 0.681326 9
0.350462 0.464985 9
0.601485 0.870173 10
0.678726 0.503741 1
0.880740 0.704414 1
0.875579 0.863616 1
0.642595 0.139919 7
0.688237 0.185820 10
0.916779 0.441423 6
0.469825 0.332191 3
0.354882 0.632854 1
0.338692 0.829302 4
0.669319 0.764635 6
0.335573 0.607718 5
0.570378 0.881498 7
0.797976 0.654865 3
0.873006 0.655102 3
0.913548 0.793679 8
0.583450 0.180316 6
0.669830 0.284893 5
0.946118 0.552065 10
0.493153 0.315438 8
0.348437 0.626743 4
0.223240 0.885853 9
0.814738 0.645628 8
0.336796 0.537995 1
0.540576 0.952964 3
0.680497 0.605463 7
0.963113 0.684540 10
0.821002 0.840666 9
0.635477 0.188428 3
0.708698 0.316246 4
0.904324 0.454823 2
0.549142 0.262875 8
0.303581 0.515619 4
0.240432 0.862520 4
0.721028 0.613982 2
0.319049 0.580421 3
0.542650 0.872231 3
0.730893 0.600508 7
0.845817 0.746873 9
0.954047 0.860319 5
0.713350 0.114469 9
0.689473 0.310945 3
0.927934 0.449737 7
0.583712 0.219999 2
0.369238 0.549426 4
0.263438 0.816110 5
0.676417 0.684020 3
0.340474 0.515157 3
0.579677 0.852030 7
0.631513 0.579834 9
0.869642 0.716246 2
0.910383 0.828351 5
0.641133 0.090105 10
0.648279 0.182788 10
0.957503 0.537229 2
0.562343 0.376364 6
0.314090 0.618758 5
0.237493 0.884599 7
0.601440 0.565264 5
0.367250 0.654874 6
0.495867 0.922882 4
0.702175 0.635661 1
0.942619 0.757397 10
0.932798 0.835470 9
0.626403 0.116278 2
0.691141 0.191177 6
0.813256 0.427938 9
0.476656 0.282842 8
0.343272 0.560513 1
0.323262 0.894154 7
0.768097 0.550066 6
0.214771 0.600460 10
0.536384 0.964050 2
0.669608 0.519634 2
0.911377 0.825989 5
0.933475 0.898852 3
0.700035 0.174207 4
0.604762 0.193834 5
0.920495 0.506350 4
0.531156 0.209727 7
0.395818 0.587797 2
0.307141 0.871432 4
0.747312 0.580312 9
0.290379 0.408980 3
0.560725 0.958848 8
0.643036 0.620221 10
0.910910 0.688878 7
0.952421 0.795435 9
0.599334 0.143604 1
0.694080 0.298551 3
0.975397 0.490717 1
0.511627 0.345918 4
0.359280 0.593661 1
0.212202 0.931363 2
0.735734 0.508948 6
0.316591 0.539279 10
0.600567 0.965553 4
0.723199 0.575300 7
0.950389 0.726381 9
0.848836 0.838443 5
0.751020 0.134530 5
0.684341 0.219100 5
0.948318 0.477413 6
0.479847 0.257319 6
0.313550 0.562553 3
0.385876 0.801717 8
0.651371 0.595577 9
0.301496 0.562922 2
0.674965 0.920502 6
0.690459 0.596868 1
0.897385 0.767071 3
0.917197 0.809757 8
0.653338 0.135239 5
0.652105 0.271370 2
0.985577 0.510133 2
0.550562 0.334804 1
0.276009 0.603203 7
0.221237 0.852031 4
0.681079 0.585743 9
0.269202 0.542896 8
0.682106 0.941513 4
0.722254 0.626682 4
0.928124 0.686087 9
0.908767 0.899593 2
0.727359 0.093081 1
0.605834 0.165921 3
0.930811 0.508238 5
0.567964 0.349077 4
0.379247 0.531784 4
0.238698 0.899778 8
0.749294 0.746669 1
0.225264 0.552682 7
0.635371 0.923542 2
0.770604 0.578646 9
0.853591 0.713369 8
0.831826 0.794444 9
0.619074 0.092558 6
0.694507 0.264214 3
0.973033 0.544330 9
0.588194 0.317220 5
0.336832 0.582256 9
0.286090 0.937891 9
0.688863 0.618043 9
0.353386 0.548139 7
0.587162 0.834825 1
0.686478 0.539571 4
0.887391 0.694531 6
0.876259 0.884320 8
0.568453 0.046381 1
0.674264 0.279256 4
0.963693 0.492733 3
0.572715 0.375821 10
0.413960 0.594505 3
0.201034 0.861389 1
0.707951 0.615870 1
0.261474 0.525615 3
0.604186 0.912393 1
0.644062 0.531358 2
0.941518 0.671462 4
0.840220 0.879621 3
0.615681 0.147447 8
0.723155 0.244433 9
0.995461 0.582456 1
0.527412 0.378106 6
0.380517 0.570070 10
0.359859 0.927800 8
0.730384 0.613885 8
0.275903 0.488295 1
0.587106 0.878470 3
0.688650 0.551666 2
0.901841 0.745710 9
0.856470 0.840941 7
0.706310 0.122536 2
0.704276 0.214078 10
0.958309 0.549316 1
0.522173 0.276485 10
0.468949 0.635736 7
0.352659 0.992683 10
0.813706 0.603986 7
0.225177 0.482907 3
0.593839 0.949467 6
0.661562 0.542229 1
0.914707 0.713132 1
0.949686 0.809074 1
0.559787 0.094206 1
0.690215 0.309339 4
0.948144 0.481576 2
0.638684 0.337512 3
0.325090 0.595422 8
0.290975 0.812073 7
0.834544 0.718660 1
0.354530 0.551568 1
0.594682 0.909184 8
0.694878 0.547788 3
0.834467 0.726433 2
0.890583 0.838147 3
0.683642 0.144984 3
0.688947 0.278280 8
0.899290 0.529296 10
0.575405 0.288748 3
0.354838 0.567216 7
0.323551 0.905846 10
0.848115 0.636636 3
0.195180 0.644003 3
0.524418 0.799718 7
0.659708 0.534119 4
0.916576 0.744508 3
0.931953 0.751802 1
0.639972 0.057309 10
0.674305 0.302031 6
0.983493 0.571283 10
0.518307 0.325683 2
0.324592 0.516987 2
0.249197 0.828262 10
0.731055 0.650184 9
0.298023 0.571076 7
0.617843 0.945733 5
0.632313 0.638588 9
0.881397 0.717722 5
0.875308 0.868239 3
0.631949 0.075450 9
