n 120
m 1
tmax 18.000000
0.685370 0.405624 2
0.172354 0.459483 4
0.603730 0.513972 6
0.866567 0.441780 4
0.401645 0.539791 5
0.279894 0.585912 10
0.713592 0.601684 3
0.445965 0.510512 7
0.783374 0.477336 8
0.889266 0.336022 6
0.547888 0.548643 2
0.553907 0.345505 6
0.823095 0.448953 4
0.528992 0.535961 2
0.589047 0.383517 2
0.611914 0.401865 5
0.444611 0.529893 8
0.602568 0.476614 1
0.832054 0.516428 4
0.619944 0.422559 2
0.476638 0.508807 4
1.000000 0.574603 5
0.449823 0.585603 10
0.676877 0.532011 4
0.807607 0.581813 9
0.387414 0.607525 2
0.671969 0.589488 4
0.787345 0.623391 10
0.444406 0.654283 3
0.545564 0.511635 3
0.781028 0.352030 3
0.402282 0.460056 1
0.681095 0.502320 4
0.868191 0.454232 10
0.353242 0.481272 5
0.530996 0.613067 9
0.819135 0.424523 8
0.308648 0.463956 10
0.458996 0.421018 5
0.783351 0.375230 9
0.502467 0.450706 4
0.597061 0.536253 3
0.901189 0.565846 5
0.473234 0.427743 1
0.659583 0.710429 9
0.690071 0.391267 7
0.467378 0.527390 9
0.725732 0.525494 2
0.951688 0.405085 7
0.462992 0.500506 6
0.709166 0.498434 1
0.892249 0.316956 5
0.424782 0.515214 6
0.591927 0.637325 3
0.839790 0.280437 6
0.331894 0.407987 3
0.611727 0.530757 7
0.937872 0.434264 3
0.555864 0.629791 2
0.608688 0.568595 2
0.771265 0.247636 7
0.251194 0.498302 9
0.342799 0.302149 2
0.768612 0.386458 2
0.465737 0.392885 7
0.466229 0.737404 4
0.806874 0.472971 10
0.432309 0.532055 2
0.812544 0.458350 2
0.692529 0.543997 2
0.428267 0.443842 5
0.741965 0.622094 8
0.964539 0.465361 3
0.507117 0.407284 2
0.561964 0.594853 7
0.868964 0.201134 7
0.533289 0.643253 1
0.191349 0.609744 9
0.777851 0.311931 10
0.470088 0.654203 8
0.512644 0.544080 3
0.744615 0.397832 5
0.213547 0.417101 1
0.544806 0.375301 8
0.912694 0.398950 6
0.603725 0.771986 8
0.720539 0.739376 9
0.705011 0.316791 6
0.482558 0.534672 10
0.652257 0.558581 7
0.744518 0.358016 8
0.240682 0.679238 6
0.608489 0.278547 2
0.932006 0.500535 2
0.343025 0.413515 8
0.567437 0.560989 7
0.857730 0.251857 10
0.329048 0.611185 7
0.616355 0.368769 1
0.636823 0.116576 6
0.439989 0.619795 4
0.598573 0.420269 10
0.929020 0.361369 2
0.423497 0.532849 5
0.514094 0.459329 10
0.572899 0.346325 9
0.302818 0.463469 9
0.491752 0.526932 2
0.941454 0.353029 2
0.453889 0.458763 1
0.719780 0.550504 5
0.773298 0.271788 9
0.271682 0.492590 10
0.696310 0.507186 4
0.848968 0.428021 6
0.420663 0.410923 8
0.569607 0.356005 7
0.771086 0.321402 9
0.308815 0.808392 10
0.400972 0.517561 7
