n 600
m 1
tmax 13.086277
0.482347 0.298793 2
0.455336 0.076815 2
0.353011 0.950757 0
0.985761 0.001048 2
0.307531 0.181728 3
0.296330 0.617664 0
0.922052 0.504236 1
0.354723 0.578230 0
0.473499 0.897614 3
0.488755 0.785211 2
0.727037 0.760073 1
0.152839 0.379473 3
0.370901 0.747397 3
0.796181 0.332277 2
0.476016 0.991678 2
0.081274 0.809497 11
0.479257 0.149370 0
0.027355 0.036446 1
0.576970 0.578684 3
0.075772 0.108373 1
0.575005 0.730416 2
0.078109 0.936312 10
0.816944 0.961737 0
0.408720 0.484443 0
0.903362 0.967471 0
0.113777 0.717881 1
0.095575 0.884460 9
0.362056 0.500011 2
0.581420 0.955761 0
0.791575 0.441063 1
0.407266 0.393799 0
0.656094 0.517690 3
0.837118 0.707443 1
0.280457 0.560648 3
0.527793 0.002138 0
0.667317 0.086324 3
0.655252 0.449944 3
0.016188 0.702817 3
0.293116 0.187985 1
0.140981 0.062007 3
0.140093 0.309643 1
0.874892 0.187092 1
0.245318 0.816845 3
0.526396 0.551502 0
0.897737 0.733420 1
0.836751 0.962585 3
0.795227 0.302268 0
0.596119 0.341303 0
0.255496 0.472100 3
0.775172 0.125172 2
0.077229 0.046273 3
0.592394 0.934752 1
0.881860 0.720940 0
0.401482 0.795909 2
0.909330 0.589155 3
0.521623 0.380609 2
0.781536 0.976953 0
0.147637 0.160689 0
0.883200 0.033983 0
0.573052 0.797911 1
0.755621 0.882009 3
0.201514 0.014430 0
0.831007 0.043979 0
0.047820 0.304188 2
0.045009 0.685876 1
0.543632 0.055220 1
0.934671 0.690014 2
0.837584 0.922319 2
0.134622 0.100938 0
0.683873 0.873049 0
0.196635 0.342005 3
0.600298 0.020940 2
0.167583 0.558381 3
0.567875 0.602474 3
0.039485 0.570253 2
0.842855 0.313275 2
0.753524 0.221146 0
0.422806 0.057331 2
0.039675 0.711029 0
0.319072 0.716536 3
0.467378 0.449588 1
0.815722 0.024785 3
0.873719 0.631126 2
0.992039 0.518703 3
0.746753 0.058152 0
0.327225 0.036774 1
0.887753 0.809878 2
0.696677 0.855636 3
0.601883 0.196222 3
0.359661 0.408137 3
0.848921 0.619131 3
0.048362 0.716604 0
0.503975 0.841619 2
0.637838 0.699829 0
0.210482 0.588554 3
0.037171 0.399074 1
0.878828 0.063541 2
0.802509 0.589794 0
0.101856 0.656630 2
0.691090 0.242211 0
0.241592 0.341490 1
0.152263 0.987204 9
0.474954 0.410249 3
0.516502 0.392500 0
0.659370 0.663092 2
0.641159 0.448063 0
0.294329 0.929257 3
0.453769 0.046905 1
0.463096 0.515484 0
0.991584 0.600980 0
0.903675 0.549774 2
0.620074 0.983751 3
0.152935 0.501625 3
0.212003 0.782374 1
0.882785 0.461928 1
0.547662 0.024307 0
0.977826 0.060312 0
0.573374 0.619657 3
0.471942 0.362291 0
0.710152 0.249393 3
0.540531 0.351149 2
0.601011 0.224571 0
0.431085 0.364036 3
0.409131 0.113949 3
0.262775 0.053149 3
0.727666 0.087292 1
0.820415 0.108922 1
0.278485 0.059279 3
0.074562 0.315859 2
0.516681 0.849709 0
0.093223 0.123249 0
0.115443 0.838488 10
0.121381 0.306031 3
0.447548 0.706631 1
0.857913 0.368951 3
0.901500 0.660449 2
0.625225 0.240873 3
0.179971 0.867618 10
0.415823 0.735718 1
0.286080 0.946667 2
0.570777 0.795570 2
0.536325 0.421783 2
0.213575 0.699365 2
0.211718 0.723220 0
0.484628 0.998613 0
0.286874 0.446891 1
0.581941 0.747675 1
0.892067 0.154180 1
0.397625 0.243701 3
0.744878 0.857159 3
0.902809 0.546421 3
0.417336 0.813128 0
0.672908 0.846956 3
0.131983 0.951687 9
0.424668 0.511993 3
0.619547 0.286525 2
0.692314 0.831081 2
0.059129 0.430377 2
0.904931 0.524899 0
0.032887 0.105242 1
0.504576 0.347290 2
0.198051 0.308341 1
0.817633 0.135777 1
0.128751 0.887349 8
0.499620 0.531216 3
0.812343 0.479760 0
0.897911 0.370433 3
0.952513 0.779100 2
0.985956 0.127847 0
0.661754 0.177516 0
0.169018 0.957509 10
0.236796 0.659310 2
0.317780 0.502095 0
0.653052 0.937957 0
0.791625 0.278181 2
0.178562 0.086959 3
0.654975 0.487814 2
0.614327 0.894881 1
0.582443 0.500033 2
0.632357 0.792882 2
