n 200
m 1
tmax 20.000000
0.894437 0.826762 7
0.572130 0.287799 9
0.940161 0.849810 3
0.556519 0.221270 4
0.897551 0.878389 6
0.605034 0.221786 9
0.808008 0.890414 7
0.588747 0.254478 7
0.861691 0.865652 3
0.608560 0.263450 8
0.908014 0.895590 9
0.573834 0.254951 3
0.840936 0.871010 7
0.653938 0.286248 1
0.832593 0.873972 2
0.577286 0.250649 10
0.915368 0.881374 1
0.617703 0.306640 6
0.898228 0.900805 9
0.584709 0.239976 10
0.843478 0.837160 7
0.661323 0.236431 2
0.897245 0.855883 8
0.553124 0.236526 9
0.883758 0.887517 1
0.586633 0.276955 10
0.842740 0.883389 2
0.550819 0.257982 3
0.830793 0.845293 10
0.587740 0.312521 5
0.902908 0.916473 9
0.562715 0.230049 2
0.858548 0.897198 4
0.565084 0.184887 3
0.868608 0.864706 6
0.574009 0.201944 7
0.933145 0.896979 2
0.576132 0.253040 4
0.929823 0.867105 3
0.570759 0.241822 7
0.881560 0.876196 8
0.565950 0.299344 6
0.870431 0.911170 9
0.610686 0.222641 4
0.905582 0.889768 7
0.537578 0.311813 1
0.946503 0.877726 10
0.549208 0.228670 2
0.885651 0.908668 8
0.551965 0.305322 3
0.874362 0.892002 2
0.591466 0.209805 1
0.873669 0.916437 3
0.516873 0.249627 7
0.984255 0.878410 10
0.605353 0.260724 5
0.896487 0.915678 6
0.539474 0.242880 3
0.894955 0.852219 10
0.616276 0.241943 1
0.900283 0.896885 3
0.572765 0.274783 4
0.914271 0.876617 3
0.581757 0.263830 1
0.822664 0.923512 1
0.571450 0.255341 9
0.951954 0.863686 2
0.592830 0.279370 9
0.859236 0.909797 8
0.574745 0.235966 9
0.916766 0.911150 3
0.586944 0.268082 2
0.885455 0.865042 10
0.593983 0.253884 8
0.899514 0.876820 10
0.531543 0.245057 1
0.957711 0.895359 5
0.626545 0.294766 2
0.857497 0.916251 5
0.554854 0.250462 9
0.933041 0.929276 8
0.582759 0.282252 5
0.883329 0.867438 10
0.547721 0.220336 9
0.891546 0.825648 8
0.571210 0.255890 8
0.878089 0.851646 5
0.575011 0.179331 6
0.880908 0.853107 3
0.547474 0.190401 1
0.893507 0.856982 9
0.585246 0.239069 9
0.906406 0.814471 1
0.602551 0.248768 2
0.870345 0.859720 2
0.572293 0.262489 6
0.973790 0.846415 6
0.613922 0.203969 3
0.864231 0.872176 2
0.611331 0.275829 10
0.878418 0.941468 6
0.574047 0.264936 9
0.877963 0.859309 4
0.585227 0.282342 6
0.919806 0.857731 3
0.556743 0.243394 8
0.829755 0.907044 9
0.556204 0.271133 3
0.925758 0.880132 1
0.511130 0.198988 8
0.877193 0.860218 4
0.603479 0.291799 3
0.845538 0.866462 8
0.605916 0.207679 1
0.900484 0.820429 2
0.591488 0.238250 5
0.910599 0.839826 2
0.588817 0.274130 5
0.907195 0.894740 3
0.568578 0.235709 4
0.882991 0.858236 8
0.566012 0.229541 10
0.890761 0.908308 5
0.601832 0.245012 4
0.902666 0.894469 4
0.577574 0.175761 8
0.881464 0.849407 9
0.536246 0.241541 9
0.843429 0.880884 1
0.644331 0.250606 4
0.917823 0.852916 10
0.592444 0.306995 4
0.910039 0.866188 2
0.587125 0.261514 4
0.913302 0.888098 4
0.611751 0.263337 6
0.908195 0.897554 7
0.589828 0.281944 8
0.855608 0.888259 6
0.524330 0.266574 3
0.900873 0.868776 6
0.509604 0.255468 10
0.897209 0.855454 6
0.572859 0.293840 5
0.840997 0.861984 5
0.633536 0.283124 9
0.952501 0.854984 1
0.544740 0.281590 7
0.890840 0.884058 10
0.609972 0.223076 1
0.881715 0.849222 4
0.618182 0.257237 9
0.927874 0.855710 7
0.574189 0.321721 5
0.874956 0.835387 6
0.561531 0.300370 10
0.886261 0.866264 6
0.608345 0.302123 4
0.890303 0.957777 8
0.548303 0.278389 1
0.930905 0.847925 1
0.544761 0.255632 2
0.856813 0.865047 1
0.592430 0.246524 7
0.911669 0.819555 8
0.596648 0.280481 8
0.866470 0.886548 3
0.536167 0.294316 5
0.872296 0.842924 3
0.630853 0.228281 4
0.892476 0.849868 6
0.587962 0.230789 6
0.918148 0.892422 4
0.566219 0.286301 10
0.862883 0.905696 2
0.550517 0.220678 6
0.883610 0.818555 10
0.560152 0.229380 9
0.904257 0.851066 4
0.578257 0.252347 8
0.882011 0.932152 3
0.609246 0.252051 7
0.953604 0.900548 7
0.602117 0.258428 4
0.857017 0.885932 9
0.551594 0.282760 2
0.871440 0.869052 9
0.542412 0.253972 10
0.927259 0.860478 2
0.573469 0.227457 4
0.913999 0.905763 2
0.570285 0.295214 9
0.926875 0.825310 4
0.591165 0.270435 3
0.973106 0.868282 4
0.573230 0.225817 2
0.951492 0.900167 9
0.576659 0.265265 3
0.906729 0.849687 9
0.584202 0.310293 1
