n 300
m 1
tmax 3.314631
0.943884 0.128447 0
0.551646 0.591231 5
0.165830 0.134965 2
0.127411 0.093389 5
0.399475 0.239533 4
0.659568 0.860276 1
0.996990 0.038743 4
0.604505 0.445825 3
0.100724 0.134488 4
0.036169 0.228778 5
0.380677 0.309083 2
0.702820 0.784926 2
1.000000 0.116525 2
0.518146 0.459567 2
0.229564 0.165369 2
0.082760 0.081239 8
0.384108 0.392078 3
0.792444 0.826816 5
0.915095 0.103251 4
0.546882 0.478161 5
0.136393 0.161693 1
0.032109 0.039229 8
0.323770 0.334330 4
0.720301 0.850567 3
0.939292 0.138624 3
0.390781 0.460838 2
0.150263 0.121065 7
0.106651 0.191374 4
0.351944 0.205036 5
0.706425 0.821387 4
0.941773 0.081984 5
0.583050 0.420903 3
0.003785 0.089906 6
0.052795 0.104823 7
0.432924 0.327299 3
0.760117 0.835834 3
0.954262 0.142820 2
0.640205 0.548355 4
0.121292 0.181648 8
0.052333 0.130436 5
0.449506 0.275656 4
0.742355 0.839522 4
0.976245 0.107508 5
0.470755 0.412295 4
0.186314 0.111635 1
0.118382 0.108057 6
0.360585 0.367668 1
0.767767 0.790739 2
0.965169 0.138067 5
0.513149 0.481724 5
0.153429 0.060312 2
0.000000 0.083192 5
0.422514 0.328743 2
0.634726 0.753393 4
0.953456 0.073011 4
0.528885 0.501412 4
0.169874 0.130251 5
0.023837 0.138151 4
0.431630 0.379293 4
0.766551 0.843659 2
1.000000 0.148226 1
0.557718 0.418745 5
0.239419 0.193114 5
0.064010 0.201195 4
0.405188 0.236029 3
0.690339 0.887643 3
0.967122 0.118976 3
0.556785 0.463929 5
0.198083 0.145746 2
0.000000 0.092998 7
0.418060 0.322531 1
0.713293 0.925670 4
1.000000 0.135099 1
0.603821 0.422467 5
0.163813 0.148260 2
0.000000 0.191293 8
0.248444 0.242224 4
0.791457 0.804492 2
0.975296 0.052637 2
0.580147 0.460761 3
0.212744 0.097761 5
0.041231 0.182199 7
0.370878 0.272793 5
0.720836 0.826077 4
1.000000 0.099930 3
0.482469 0.534586 1
0.154817 0.134442 1
0.121000 0.093089 4
0.349919 0.329154 5
0.755080 0.911743 1
1.000000 0.077165 3
0.629797 0.323570 1
0.244577 0.086927 5
0.119869 0.077387 4
0.349170 0.289323 1
0.732223 0.932412 1
0.966608 0.191819 3
0.559607 0.394889 1
0.084294 0.136556 6
0.106563 0.094714 4
0.318872 0.275895 5
0.731880 0.819216 3
1.000000 0.060302 1
0.553392 0.400757 4
0.095989 0.162696 4
0.063130 0.133996 5
0.441042 0.251295 4
0.753312 0.805965 2
1.000000 0.049308 2
0.625458 0.507705 5
0.242288 0.085144 2
0.108944 0.059817 8
0.410228 0.433230 5
0.763022 0.790575 1
0.854071 0.153945 4
0.559025 0.424775 4
0.203897 0.223780 4
0.009450 0.160867 5
0.433748 0.233366 5
0.768782 0.840727 5
0.938863 0.198516 3
0.645905 0.465412 5
0.167865 0.134288 5
0.114574 0.059514 4
0.363422 0.284519 2
0.771620 0.830108 5
0.928416 0.032633 1
0.598466 0.469216 1
0.189984 0.270659 2
0.139472 0.104555 4
0.409936 0.280284 2
0.674477 0.764763 3
1.000000 0.065655 2
0.635126 0.474410 3
0.095484 0.167795 8
0.066146 0.141913 7
0.401073 0.335046 2
0.647714 0.867373 1
1.000000 0.061312 3
0.611066 0.384988 4
0.180551 0.092285 1
0.142278 0.074965 7
0.367045 0.290196 4
0.800527 0.768643 2
0.978808 0.162532 5
0.484104 0.442500 1
0.145734 0.226969 1
0.062168 0.194789 6
0.418290 0.204189 1
0.732710 0.876069 3
0.936259 0.190083 5
0.591890 0.456837 3
0.150293 0.018904 1
0.018282 0.081425 5
0.376394 0.248700 5
0.760227 0.844734 2
0.941163 0.192700 2
0.651251 0.496415 5
0.115352 0.132558 5
0.093734 0.123264 4
0.267528 0.355661 4
0.735274 0.860173 2
1.000000 0.100459 3
0.613647 0.308494 4
0.149797 0.086005 6
0.094355 0.177215 6
0.428385 0.302894 5
0.689153 0.906765 5
0.951824 0.064402 3
0.644879 0.396123 5
0.186009 0.086075 4
0.089827 0.153302 8
0.391354 0.440436 5
0.615388 0.893812 4
1.000000 0.087644 1
0.556179 0.380942 2
0.180360 0.216343 5
0.001927 0.099364 4
0.332175 0.312674 4
0.756302 0.854698 5
1.000000 0.132947 4
0.506201 0.472594 5
0.221093 0.058666 3
0.096253 0.184081 4
0.332523 0.402563 1
0.773196 0.879683 3
0.997639 0.160587 4
0.538915 0.428813 2
0.068444 0.065079 6
0.000000 0.183148 8
0.339599 0.298951 4
0.797539 0.814936 1
0.988731 0.108840 5
0.480574 0.481063 5
0.175224 0.120866 5
0.059032 0.193925 7
0.373761 0.293320 5
0.677840 0.835758 3
1.000000 0.144015 1
0.652092 0.420433 3
0.107074 0.133986 7
0.100816 0.193991 7
0.414530 0.315789 1
0.688000 0.857715 1
0.947238 0.157208 1
0.540108 0.438116 4
0.181164 0.178328 1
0.080443 0.197535 4
0.369419 0.386372 5
0.741267 0.869185 5
0.977565 0.178823 4
0.585180 0.407353 5
0.157972 0.067196 1
0.057222 0.154725 5
0.459750 0.297678 1
0.771126 0.823408 5
0.948050 0.134294 2
0.444939 0.472203 5
0.203971 0.141670 2
0.092682 0.145094 4
0.365261 0.238332 2
0.715989 0.799418 4
0.982057 0.158133 4
0.536505 0.436200 1
0.200262 0.164038 3
0.125928 0.130749 7
0.311331 0.323634 2
0.678001 0.824802 2
0.983441 0.138117 1
0.654611 0.449112 4
0.185047 0.071106 5
0.016189 0.068719 6
0.431029 0.296293 3
0.735094 0.839587 2
0.915681 0.054144 5
0.610928 0.365286 2
0.146275 0.120798 6
0.000000 0.181239 6
0.388150 0.376193 5
0.681576 0.937942 2
0.984931 0.074950 1
0.523196 0.517886 3
0.181259 0.093238 3
0.081632 0.243068 2
0.388858 0.406682 1
0.705136 0.843948 3
0.920495 0.083277 5
0.500800 0.411892 2
0.172470 0.137868 4
0.092967 0.150734 7
0.354374 0.285742 4
0.697691 0.845528 5
1.000000 0.092893 3
0.561539 0.372703 5
0.182353 0.167804 4
0.014446 0.165340 4
0.373076 0.346519 5
0.736689 0.816296 3
1.000000 0.076519 4
0.560046 0.391659 5
0.159760 0.134364 5
0.025709 0.168111 8
0.320348 0.307139 1
0.788483 0.839936 5
0.903316 0.127628 3
0.599715 0.411512 1
0.232175 0.131111 4
0.060644 0.063087 7
0.242057 0.273457 2
0.731592 0.928093 5
0.938181 0.041505 4
0.681100 0.482884 3
0.086441 0.093704 8
0.110418 0.051606 5
0.258955 0.219854 3
0.672694 0.774440 3
0.989109 0.076062 3
0.510493 0.399477 4
0.173431 0.172266 2
0.036105 0.129681 4
0.345499 0.318461 4
0.717567 0.851968 4
0.951837 0.135795 1
0.623951 0.459009 2
0.164505 0.157139 2
0.152213 0.137257 5
0.251747 0.239482 1
0.722749 0.849987 3
0.968627 0.122231 1
0.584409 0.515301 5
0.117669 0.106514 6
0.141222 0.172150 1
0.337870 0.331271 1
0.731901 0.809142 2
0.989495 0.080052 3
0.545748 0.432689 5
0.148206 0.109138 8
0.105586 0.139972 6
0.306925 0.297563 1
0.726590 0.856504 5
