n 1000
m 1
tmax 14.241032
0.729852 0.480538 2
0.405485 0.708614 1
0.327958 0.250154 0
0.270037 0.986765 2
0.806683 0.754318 3
0.953726 0.564156 7
0.434710 0.747116 1
0.115153 0.974316 0
0.062333 0.850571 2
0.050867 0.569096 2
0.349523 0.518483 1
0.283292 0.254307 2
0.499634 0.828274 2
0.833358 0.197417 3
0.088110 0.543792 3
0.602376 0.879511 3
0.266159 0.503988 3
0.729927 0.045532 0
0.377412 0.172962 2
0.032446 0.535223 0
0.221200 0.831081 0
0.386124 0.685822 1
0.782562 0.283032 1
0.181894 0.213206 0
0.911333 0.831760 8
0.433642 0.005909 1
0.389449 0.977430 0
0.074723 0.483104 3
0.255113 0.612223 3
0.265393 0.321426 1
0.632863 0.793653 5
0.648023 0.923749 2
0.023249 0.433027 3
0.313035 0.102468 3
0.848832 0.330954 3
0.226949 0.171831 2
0.698534 0.025882 2
0.130551 0.736628 3
0.609860 0.787307 7
0.837172 0.234456 3
0.426215 0.337914 2
0.013163 0.683813 0
0.887656 0.198533 3
0.375859 0.117120 0
0.620229 0.027571 1
0.140934 0.987910 3
0.923229 0.351786 3
0.561574 0.791201 3
0.272407 0.068933 0
0.881082 0.735872 5
0.047656 0.443991 0
0.136243 0.845110 1
0.314678 0.786193 2
0.172557 0.461392 3
0.106978 0.174023 1
0.295026 0.521415 0
0.098316 0.889761 3
0.869497 0.271339 2
0.923012 0.225003 0
0.863635 0.364191 3
0.323768 0.588216 0
0.472733 0.029029 2
0.437848 0.146663 2
0.917232 0.316374 3
0.408792 0.539986 1
0.564434 0.231916 2
0.008017 0.325688 1
0.524385 0.852345 3
0.994321 0.821536 7
0.056765 0.420949 2
0.855095 0.852867 6
0.105291 0.056255 3
0.727419 0.264787 3
0.708528 0.998648 6
0.587284 0.352056 1
0.278260 0.421994 1
0.576682 0.617397 7
0.601540 0.173673 2
0.893358 0.637047 8
0.783695 0.720610 2
0.926348 0.389327 0
0.418314 0.608164 2
0.765748 0.675159 6
0.125502 0.668541 2
0.773781 0.643690 7
0.754007 0.557726 8
0.342380 0.984384 3
0.722738 0.747357 8
0.841430 0.680199 3
0.859566 0.398244 0
0.373622 0.437271 3
0.253668 0.609802 1
0.492200 0.655085 2
0.090345 0.673352 0
0.127752 0.732983 2
0.848569 0.972928 7
0.946339 0.421259 3
0.948586 0.863202 7
0.861697 0.909675 8
0.773097 0.331442 1
0.951307 0.130834 0
0.222113 0.909267 1
0.999040 0.692785 6
0.528523 0.612509 5
0.110218 0.514774 0
0.419611 0.333123 2
0.921080 0.591118 6
0.458597 0.400383 3
0.821940 0.273351 1
0.449126 0.257285 2
0.638328 0.206881 3
0.215612 0.882775 1
0.157934 0.890284 1
0.280824 0.938600 1
0.529820 0.101538 1
0.789006 0.929569 7
0.198138 0.988025 0
0.884653 0.146507 2
0.092179 0.609270 0
0.990741 0.541570 2
0.057338 0.584090 0
0.064318 0.166151 2
0.510803 0.709730 7
0.948035 0.730454 6
0.060077 0.629133 3
0.578371 0.035267 1
0.810005 0.605793 1
0.513100 0.108233 2
0.459827 0.702900 2
0.727871 0.827895 6
0.806753 0.187758 3
0.334609 0.475328 2
0.570607 0.864784 2
0.212979 0.240534 3
0.702999 0.744787 7
0.225029 0.524145 3
0.433508 0.654958 1
0.049919 0.922974 3
0.172838 0.403782 3
0.902727 0.996737 5
0.278916 0.995795 0
0.561610 0.866039 0
0.959566 0.592390 7
0.172915 0.671602 0
0.560767 0.646218 7
0.693174 0.168297 2
0.007741 0.058858 3
0.496003 0.482898 0
0.573142 0.535818 5
0.878991 0.734409 5
0.248766 0.394833 1
0.921422 0.445491 3
0.630132 0.669656 6
0.317757 0.679683 1
0.266701 0.427969 1
0.708406 0.699303 5
0.029369 0.432554 0
0.256014 0.263038 0
0.288055 0.452022 1
0.264171 0.280407 3
0.367824 0.800929 3
0.862762 0.783122 2
0.234448 0.090667 1
0.737712 0.842365 7
0.187247 0.191785 1
0.697424 0.143195 1
0.468319 0.769456 2
0.039050 0.379355 3
0.150481 0.042892 0
0.518187 0.319932 1
0.860932 0.245148 0
0.980968 0.298232 0
0.982741 0.273555 1
0.437858 0.525844 2
0.460571 0.617309 3
0.483961 0.934357 1
0.425640 0.362066 2
0.214361 0.292896 2
0.463383 0.473694 1
0.287450 0.334885 3
0.875383 0.520097 3
0.775668 0.952692 7
0.348053 0.185745 1
0.314859 0.366457 3
0.455469 0.283832 3
0.123031 0.745921 3
0.610858 0.997163 2
0.591764 0.605956 6
0.187591 0.171148 0
0.441211 0.719869 3
0.708747 0.358389 1
0.472342 0.726569 0
0.305177 0.134314 0
0.256533 0.613183 2
0.385671 0.852654 1
0.932686 0.494004 0
0.372572 0.304742 3
0.022821 0.954143 0
0.586820 0.869062 2
0.322983 0.827219 2
0.648806 0.522340 8
0.694492 0.624488 7
0.372869 0.372620 0
0.889719 0.782636 8
0.020527 0.895609 1
0.147032 0.537887 2
0.916025 0.762614 8
0.081108 0.364396 2
0.084456 0.156502 3
0.291271 0.213454 1
0.615125 0.811280 0
0.538634 0.469298 1
0.223315 0.429684 2
0.515240 0.224562 0
0.818742 0.323134 1
0.365530 0.515434 1
0.700863 0.990224 5
0.755895 0.556807 7
0.057007 0.514640 2
0.860473 0.280928 3
0.940018 0.960107 5
0.227931 0.846039 1
0.779315 0.080872 0
0.497953 0.460886 2
0.009635 0.108674 1
0.095250 0.590578 1
0.732395 0.654674 6
0.145034 0.942656 3
0.458600 0.565569 2
0.312489 0.116491 0
0.230778 0.305192 2
0.187502 0.363258 3
0.818702 0.167610 3
0.027588 0.268632 1
