n 200
m 1
tmax 6.462830
0.628246 0.807030 5
0.040959 0.513891 5
0.608337 0.847103 4
0.470014 0.361151 6
0.528898 0.204870 1
0.398236 0.315114 5
0.729667 0.048311 9
0.238092 0.412114 6
0.779016 0.641777 10
0.712883 0.205694 5
0.822045 0.397609 5
0.870591 0.292170 6
0.202316 0.538932 10
0.278536 0.646445 3
0.158796 0.078255 9
0.100374 0.446592 1
0.598675 0.692320 5
0.897668 0.876625 8
0.151669 0.269475 6
0.624234 0.031963 3
0.990331 0.428270 4
0.687208 0.388418 5
0.403064 0.172934 7
0.272846 0.411993 10
0.809047 0.210628 5
0.088087 0.191460 3
0.390785 0.295305 4
0.144046 0.679001 9
0.676331 0.280557 2
0.805720 0.567022 1
0.668606 0.841586 1
0.656955 0.599086 5
0.398948 0.965582 5
0.823308 0.009307 5
0.682932 0.959903 9
0.596227 0.656079 8
0.017282 0.619764 9
0.452213 0.337866 1
0.283345 0.276035 8
0.069487 0.164850 1
0.867534 0.215252 3
0.083424 0.158555 6
0.622842 0.916042 4
0.911708 0.620327 10
0.507964 0.117687 3
0.310214 0.288492 7
0.387552 0.522453 8
0.676378 0.299042 6
0.871323 0.569257 4
0.335302 0.975294 6
0.382646 0.887771 4
0.331549 0.371067 4
0.447048 0.440821 5
0.676421 0.925667 7
0.563144 0.780158 5
0.852921 0.037595 6
0.343615 0.823091 5
0.350464 0.259618 10
0.987908 0.245499 10
0.522143 0.162205 10
0.391908 0.569504 3
0.398916 0.062215 2
0.514580 0.804362 5
0.134439 0.176081 9
0.460951 0.608511 3
0.343416 0.475248 7
0.230835 0.643166 5
0.022936 0.105710 10
0.723815 0.889416 7
0.895822 0.043696 4
0.801459 0.952290 7
0.810677 0.467313 10
0.389734 0.872644 3
0.257867 0.156673 3
0.941950 0.845803 5
0.469895 0.133407 5
0.274361 0.853770 8
0.381661 0.671031 2
0.044641 0.360197 2
0.692273 0.073844 3
0.365612 0.296694 8
0.544230 0.398781 3
0.531030 0.066595 8
0.520259 0.305082 2
0.617197 0.694515 8
0.425071 0.276561 3
0.354515 0.798823 2
0.871454 0.384156 1
0.706580 0.020881 5
0.631776 0.938850 2
0.212208 0.535351 4
0.530026 0.712745 9
0.000024 0.138432 7
0.706414 0.484450 1
0.621331 0.615101 10
0.841095 0.321880 7
0.604808 0.241036 3
0.023632 0.159448 7
0.056645 0.655492 4
0.420057 0.671300 6
0.337036 0.347647 8
0.471193 0.064051 4
0.405287 0.804420 1
0.149935 0.855028 5
0.367776 0.578130 5
0.550296 0.389053 3
0.643413 0.171367 4
0.951303 0.347756 5
0.437391 0.310535 7
0.309950 0.709136 8
0.161805 0.889050 4
0.049030 0.883669 10
0.522055 0.909516 2
0.649465 0.310651 7
0.881594 0.893921 10
0.189030 0.350823 9
0.491797 0.571330 8
0.684398 0.731597 9
0.695257 0.137489 1
0.413742 0.816446 4
0.374515 0.028664 5
0.767171 0.817583 1
0.728332 0.182748 3
0.700578 0.544648 6
0.502762 0.095282 10
0.337030 0.170969 2
0.123798 0.774812 5
0.376173 0.006458 4
0.096106 0.897112 3
0.837276 0.404240 5
0.357118 0.467132 8
0.231910 0.507729 8
0.099746 0.655928 5
0.889350 0.602163 1
0.100076 0.285366 7
0.301184 0.428634 5
0.006761 0.435942 9
0.981099 0.031986 8
0.881824 0.046686 8
0.889075 0.470346 6
0.248333 0.819337 5
0.662853 0.448344 4
0.231428 0.495008 8
0.847829 0.677837 4
0.069610 0.775325 10
0.406752 0.584147 6
0.960689 0.679631 10
0.332002 0.577174 6
0.248104 0.958056 9
0.755693 0.444289 1
0.505688 0.427178 5
0.307596 0.166088 4
0.674701 0.947738 5
0.835731 0.096653 5
0.427852 0.017635 6
0.770342 0.580510 2
0.396031 0.666325 9
0.378787 0.336562 2
0.081220 0.555310 4
0.010693 0.407250 5
0.501597 0.214675 8
0.286549 0.416258 2
0.820366 0.019739 2
0.939930 0.335630 9
0.267695 0.706703 3
0.833151 0.371772 5
0.979269 0.065790 3
0.788272 0.308787 9
0.015712 0.147808 1
0.398634 0.034275 2
0.249354 0.136798 8
0.801060 0.527693 9
0.509407 0.668580 3
0.694429 0.202266 4
0.207245 0.401681 4
0.021934 0.306120 9
0.052453 0.966483 10
0.708534 0.105490 5
0.695644 0.485888 10
0.717256 0.287399 8
0.774270 0.434235 10
0.054564 0.477095 7
0.708025 0.278608 7
0.302759 0.826066 8
0.029216 0.144568 6
0.034793 0.469912 5
0.959264 0.762556 8
0.573305 0.376048 7
0.184358 0.409329 7
0.790183 0.415708 7
0.450207 0.262469 7
0.936558 0.655596 7
0.980358 0.195627 5
0.334017 0.641495 2
0.150162 0.276407 1
0.055947 0.678239 6
0.645661 0.027158 10
0.938830 0.353355 4
0.457711 0.835409 2
0.533316 0.534519 4
