n 100
m 1
tmax 22.500000
0.174079 0.341939 10
0.398537 0.431540 12
0.146560 0.530396 7
0.164264 0.410790 9
0.341363 0.941108 3
0.132287 0.399968 7
0.364739 0.389406 6
0.052717 0.595043 3
0.168374 0.419265 3
0.425391 0.937808 9
0.202427 0.451461 6
0.452281 0.401015 2
0.051111 0.568673 7
0.179522 0.390278 3
0.340188 0.931823 4
0.249231 0.360215 7
0.443741 0.419347 8
0.074938 0.525038 7
0.126933 0.368431 12
0.400662 1.000000 2
0.093255 0.427408 12
0.382614 0.478419 3
0.068143 0.577588 1
0.153096 0.402492 2
0.282575 0.933799 10
0.202318 0.424686 9
0.310905 0.434308 9
0.137783 0.519128 6
0.136327 0.348701 4
0.337191 1.000000 10
0.109102 0.404507 6
0.327115 0.335409 10
0.138111 0.536190 5
0.184725 0.440654 10
0.398449 0.914569 3
0.170202 0.419630 4
0.360550 0.377895 7
0.044401 0.530795 3
0.265724 0.371404 5
0.494442 0.904560 10
0.156280 0.500772 8
0.334654 0.407460 7
0.135377 0.560848 3
0.212624 0.448067 6
0.353413 1.000000 7
0.131850 0.422963 11
0.413176 0.385692 12
0.173230 0.542345 12
0.135762 0.314341 5
0.389823 0.951192 7
0.133642 0.311505 5
0.415922 0.390882 6
0.150281 0.561921 8
0.159222 0.402924 12
0.449650 1.000000 12
0.104466 0.411871 4
0.334603 0.387157 5
0.026783 0.648616 2
0.114580 0.389622 7
0.331524 0.913093 11
0.126865 0.409194 7
0.314832 0.357578 2
0.089793 0.499528 8
0.133512 0.368774 10
0.398504 0.915867 6
0.204604 0.399772 4
0.327971 0.303876 12
0.095454 0.518184 7
0.182513 0.461021 12
0.325682 0.989690 11
0.215343 0.465388 8
0.318817 0.415157 2
0.027297 0.487111 4
0.256668 0.400669 9
0.316402 0.939799 11
0.093165 0.449919 2
0.386118 0.358901 7
0.149621 0.597659 2
0.182085 0.487380 10
0.352632 0.953168 6
0.173588 0.334453 11
0.423443 0.405790 7
0.059372 0.570027 10
0.138980 0.449413 11
0.378288 0.904782 3
0.161083 0.483311 11
0.410328 0.484253 2
0.101570 0.631056 3
0.151675 0.418714 12
0.394593 0.949507 7
0.120286 0.431910 7
0.374348 0.405723 10
0.087238 0.527627 3
0.200546 0.330271 10
0.404970 0.937940 12
0.095231 0.442148 8
0.384090 0.438435 7
0.055704 0.644174 5
0.205175 0.443472 10
0.421310 0.896992 8
