n 150
m 1
tmax 3.092759
1.000000 0.614673 1
0.252133 0.000000 6
0.713538 0.649957 9
0.265489 0.168575 2
0.894534 0.629789 4
0.156555 0.000000 4
0.596578 0.509184 3
0.288552 0.246306 2
0.688473 0.639911 6
0.124012 0.006136 8
0.859789 0.452229 6
0.306656 0.141095 7
0.661015 0.588932 7
0.426873 0.226815 5
0.690065 0.483291 6
0.362237 0.009720 5
0.666588 0.545214 7
0.316892 0.000000 1
0.744253 0.583013 5
0.195071 0.216330 6
0.829437 0.582343 1
0.185232 0.021646 6
0.767411 0.749845 3
0.128881 0.179970 5
1.000000 0.674260 10
0.107596 0.000000 9
0.913713 0.608243 5
0.350966 0.243930 6
0.928283 0.568487 6
0.129667 0.000000 3
1.000000 0.563709 10
0.199036 0.175405 9
0.880799 0.485162 2
0.298761 0.000000 6
0.720642 0.611342 10
0.240077 0.000000 5
0.822012 0.417037 9
0.163076 0.010818 2
0.671994 0.572068 10
0.418956 0.045636 5
0.766781 0.600010 1
0.050898 0.000000 2
0.808112 0.656831 5
0.113411 0.125259 9
0.610579 0.516129 2
0.317785 0.054835 8
0.979187 0.517192 8
0.159878 0.000000 1
0.771270 0.593227 8
0.143084 0.000000 10
0.764334 0.912920 7
0.260845 0.072367 2
0.803807 0.532320 4
0.164958 0.025962 5
0.842004 0.363717 9
0.157756 0.118653 10
0.890712 0.765244 9
0.148070 0.167087 10
0.629712 0.532807 6
0.189855 0.000000 9
0.866331 0.542346 9
0.326832 0.073846 5
0.688131 0.576670 9
0.185417 0.151703 3
0.714141 0.533667 10
0.103784 0.000000 9
1.000000 0.651097 7
0.212986 0.216585 4
0.770258 0.618411 8
0.093059 0.097841 1
0.671952 0.465162 7
0.293681 0.000000 6
0.909001 0.768735 10
0.266637 0.137789 9
0.934305 0.696725 3
0.067084 0.022622 2
0.823529 0.759096 4
0.092735 0.000000 3
0.788243 0.787613 5
0.020062 0.000000 3
0.767255 0.585380 7
0.249004 0.000000 3
0.996008 0.587587 5
0.054324 0.374617 2
0.579277 0.596063 4
0.204061 0.183117 10
0.670212 0.270779 8
0.134092 0.066947 9
0.904878 0.495299 2
0.218394 0.042015 8
0.959365 0.392363 10
0.233382 0.037108 1
0.785786 0.658188 8
0.217900 0.000000 6
0.468792 0.492819 10
0.271889 0.000000 6
0.621773 0.658046 6
0.340819 0.201594 9
0.637767 0.801053 10
0.044712 0.250407 4
0.843032 0.336432 9
0.078427 0.294379 5
0.947626 0.810545 7
0.252833 0.000000 8
1.000000 0.781400 1
0.242814 0.106886 5
0.835315 0.530309 2
0.238175 0.050625 8
0.846582 0.634600 5
0.224240 0.359603 2
0.749396 0.711744 3
0.333805 0.000000 3
0.988931 0.576192 3
0.306583 0.000000 3
1.000000 0.719834 3
0.305900 0.208753 6
0.886236 0.676361 2
0.251200 0.117003 1
0.906746 0.617191 2
0.140044 0.249854 8
0.957477 0.526006 4
0.441760 0.227607 8
0.929221 0.565104 9
0.271101 0.096488 6
0.865768 0.464683 4
0.000000 0.000000 8
0.639532 0.595157 5
0.111702 0.127330 8
0.733438 0.464477 1
0.104182 0.129007 7
0.831194 0.505389 1
0.013295 0.000000 7
0.806524 0.903800 3
0.236797 0.000000 4
0.786926 0.672690 5
0.183010 0.000000 5
0.807174 0.541509 2
0.241743 0.100218 10
0.834815 0.554127 1
0.129556 0.206536 10
0.803805 0.603315 8
0.051160 0.000000 1
0.864014 0.524877 4
0.138549 0.165561 1
0.716916 0.582808 3
0.175528 0.000000 7
0.670227 0.477375 9
0.139227 0.051071 5
0.820303 0.628142 9
0.137300 0.057276 1
