n 100
m 1
tmax 4.436896
0.681532 0.631901 8
0.639021 0.827634 7
0.123633 0.535571 9
0.087481 0.174234 7
0.585481 0.184918 7
0.684161 0.644702 6
0.894496 0.755857 2
0.686406 0.943541 5
0.819158 0.987332 5
0.333725 0.966724 9
0.496124 0.190458 10
0.380142 0.825134 9
0.815469 0.656314 3
0.346310 0.739004 8
0.948683 0.882651 8
0.935206 0.727295 1
0.605071 0.517770 6
0.346444 0.595488 4
0.450002 0.329382 2
0.501496 0.446135 10
0.799231 0.200526 7
0.534342 0.893175 6
0.936035 0.690323 2
0.105690 0.869365 5
0.250044 0.629091 5
0.782969 0.865944 3
0.371269 0.193463 3
0.370560 0.983713 8
0.341291 0.316622 9
0.539676 0.697701 6
0.683441 0.529001 9
0.156476 0.235316 10
0.370195 0.929754 3
0.142455 0.277563 10
0.614117 0.156559 4
0.392878 0.361803 7
0.059142 0.152219 10
0.084563 0.010239 8
0.409419 0.498903 3
0.639375 0.405093 9
0.789819 0.709715 4
0.072915 0.836978 2
0.978793 0.499458 3
0.460953 0.086839 8
0.911295 0.654659 3
0.390299 0.643719 4
0.561651 0.343572 9
0.036795 0.162193 1
0.675420 0.423132 5
0.778307 0.286276 9
0.851545 0.392191 7
0.854512 0.831017 9
0.825345 0.378804 5
0.420394 0.165113 6
0.160903 0.347087 10
0.122169 0.268166 7
0.615623 0.267819 4
0.679098 0.381652 4
0.540889 0.585500 3
0.809330 0.913856 10
0.261889 0.377747 8
0.163330 0.356809 7
0.113590 0.439619 3
0.767851 0.526867 5
0.431153 0.193290 5
0.728361 0.410245 9
0.371370 0.259570 9
0.900180 0.062489 5
0.564371 0.046133 9
0.049470 0.289739 10
0.189765 0.505161 3
0.843013 0.985287 9
0.660331 0.294488 8
0.586120 0.658423 10
0.084188 0.107396 7
0.194503 0.073512 3
0.349062 0.744591 1
0.554627 0.089805 5
0.784068 0.593195 1
0.652919 0.679261 1
0.960212 0.999072 8
0.157761 0.475066 4
0.634574 0.684370 4
0.925655 0.950048 1
0.978072 0.130597 5
0.176236 0.064584 8
0.324410 0.377449 10
0.574612 0.681622 8
0.745732 0.921175 2
0.515079 0.119402 1
0.326089 0.450021 5
0.389400 0.640574 3
0.117415 0.432458 4
0.863207 0.231406 5
0.471594 0.319223 1
0.363871 0.211244 10
0.905070 0.595604 3
0.809128 0.786969 3
0.191065 0.005661 7
0.930267 0.957905 9
