n 1000
m 1
tmax 14.289329
0.669225 0.699310 6
0.203256 0.308712 4
0.251792 0.955572 5
0.060439 0.617519 6
0.805841 0.769580 7
0.750334 0.754701 6
0.609701 0.875821 9
0.580073 0.174254 5
0.660623 0.737694 11
0.172278 0.377306 2
0.947866 0.406091 9
0.284237 0.417798 4
0.832544 0.675157 1
0.031426 0.066095 9
0.382655 0.635839 6
0.638863 0.549094 4
0.264223 0.958541 1
0.774669 0.967087 6
0.246935 0.882668 9
0.233405 0.946725 10
0.762682 0.324681 11
0.522139 0.390692 6
0.001917 0.118849 8
0.468958 0.163902 4
0.153591 0.007725 9
0.716501 0.626636 2
0.739740 0.523432 6
0.052542 0.472056 11
0.250606 0.952498 10
0.324888 0.767006 6
0.110491 0.146721 7
0.648238 0.398692 15
0.920974 0.261928 2
0.854549 0.780190 13
0.399412 0.558814 5
0.782756 0.577903 6
0.102402 0.536264 13
0.787761 0.249611 13
0.354479 0.629873 9
0.465307 0.431281 3
0.163009 0.344891 10
0.195064 0.504446 8
0.036969 0.499433 14
0.037574 0.978945 10
0.708112 0.144463 3
0.900676 0.560319 8
0.544137 0.383169 3
0.597819 0.203799 8
0.275390 0.184789 11
0.210611 0.124951 15
0.308530 0.122761 6
0.446345 0.001053 4
0.589170 0.053706 8
0.920580 0.979591 5
0.876216 0.083184 4
0.834838 0.046011 4
0.837145 0.448531 9
0.382369 0.863795 5
0.803892 0.516278 6
0.706405 0.446601 7
0.641300 0.184562 6
0.569817 0.017914 5
0.699648 0.464665 7
0.252867 0.798002 6
0.122346 0.227746 2
0.748889 0.671648 13
0.237552 0.030317 8
0.800963 0.836256 15
0.501273 0.681283 6
0.783472 0.936094 11
0.435597 0.818705 5
0.288042 0.776861 5
0.860661 0.006907 5
0.060294 0.490724 15
0.409292 0.640202 1
0.174424 0.255771 13
0.748441 0.173635 13
0.013059 0.073495 7
0.374023 0.418948 8
0.796079 0.286894 7
0.031178 0.064034 6
0.469551 0.863499 6
0.300481 0.461977 10
0.663263 0.182626 12
0.134320 0.979967 7
0.642467 0.875858 15
0.918614 0.283342 2
0.043012 0.872568 8
0.349015 0.414362 9
0.805373 0.404917 12
0.379700 0.694277 2
0.534834 0.280921 3
0.096597 0.067957 8
0.943324 0.870586 2
0.429931 0.286835 9
0.839425 0.331357 10
0.017616 0.767564 10
0.557235 0.628699 2
0.283794 0.004224 12
0.254937 0.964363 6
0.211382 0.966164 8
0.944430 0.223484 8
0.182251 0.772658 9
0.968061 0.221040 4
0.499087 0.888147 8
0.873470 0.667128 3
0.214997 0.518666 4
0.049873 0.928413 10
0.063969 0.837039 10
0.268836 0.741646 1
0.905195 0.199740 3
0.223468 0.088924 11
0.597650 0.313033 6
0.105843 0.562869 11
0.242226 0.180467 11
0.668346 0.196187 14
0.392416 0.372629 3
