n 200
m 1
tmax 4.096077
0.855184 0.516310 5
0.552755 0.218001 0
0.316435 0.595384 2
0.363530 0.216166 10
0.552413 0.479868 8
0.351856 0.379734 6
0.891081 0.651974 8
0.489732 0.287194 4
0.289829 0.799700 5
0.323026 0.342790 5
0.451168 0.443569 5
0.213994 0.438663 3
0.769582 0.483334 8
0.560237 0.202962 5
0.243357 0.827205 10
0.406913 0.302435 4
0.530139 0.528616 1
0.222531 0.251470 5
0.970183 0.536101 1
0.539928 0.383748 1
0.254029 0.725619 0
0.350122 0.342401 1
0.614756 0.473713 3
0.216867 0.276430 6
0.880531 0.685068 9
0.475727 0.386598 3
0.334842 0.676419 9
0.304711 0.305665 7
0.449148 0.420830 7
0.332923 0.353395 10
0.895570 0.556408 0
0.462621 0.271315 8
0.324971 0.733603 7
0.329450 0.371192 10
0.405054 0.429432 8
0.301874 0.221421 7
0.801024 0.717482 7
0.559120 0.363091 9
0.304371 0.709639 2
0.410054 0.313777 3
0.494658 0.442827 4
0.241392 0.393405 2
0.779535 0.604926 12
0.491164 0.351345 4
0.174696 0.724461 10
0.337300 0.282602 7
0.382042 0.474473 7
0.277725 0.374371 2
0.907973 0.490419 7
0.360113 0.283844 4
0.356476 0.678731 9
0.258197 0.302212 9
0.628883 0.467125 0
0.237888 0.334971 7
0.875423 0.669627 8
0.382795 0.256870 6
0.133942 0.731684 3
0.311914 0.354992 10
0.426206 0.402467 6
0.285586 0.257586 6
0.795448 0.655535 13
0.486972 0.213195 1
0.281043 0.743003 0
0.408286 0.286566 9
0.520204 0.443672 10
0.225414 0.366645 6
0.820978 0.686335 9
0.597628 0.335495 6
0.192161 0.686248 9
0.258720 0.279690 8
0.527302 0.324123 3
0.239416 0.381277 2
0.849549 0.678311 6
0.517284 0.319068 1
0.182697 0.692268 7
0.295900 0.306874 2
0.527605 0.387706 7
0.227044 0.389689 8
0.882869 0.555285 6
0.479388 0.288483 9
0.252855 0.560777 4
0.361815 0.183174 8
0.538899 0.504560 9
0.222238 0.474041 1
0.856231 0.639477 10
0.501076 0.289818 1
0.230201 0.809085 10
0.239403 0.274992 6
0.510149 0.461030 5
0.259526 0.335213 6
0.801445 0.711581 3
0.472645 0.237671 2
0.254309 0.710399 8
0.353686 0.247331 0
0.554393 0.471380 10
0.243679 0.355737 1
0.831110 0.748902 5
0.468233 0.326392 6
0.184727 0.697750 3
0.246202 0.254099 2
0.491446 0.304658 0
0.201022 0.433744 4
0.725569 0.476670 5
0.577743 0.377315 6
0.397934 0.681662 4
0.281646 0.238724 2
0.452711 0.447673 5
0.241314 0.416771 5
0.802265 0.599751 8
0.452127 0.309926 6
0.300601 0.693820 7
0.253756 0.240801 8
0.524053 0.479771 4
0.247051 0.344742 9
0.781799 0.650105 10
0.546163 0.220284 1
0.349505 0.637342 0
0.262739 0.217909 7
0.356629 0.348790 4
0.260104 0.393891 4
0.829700 0.579613 11
0.620428 0.206056 5
0.248348 0.680907 8
0.242399 0.138071 3
0.564768 0.480407 9
0.144322 0.329804 4
0.892791 0.580682 9
0.621836 0.279678 10
0.357588 0.753089 3
0.223142 0.223083 2
0.541273 0.505310 0
0.169305 0.355208 6
0.859083 0.633103 3
0.543995 0.257177 9
0.196534 0.705241 10
0.431823 0.327625 9
0.558233 0.502009 1
0.278119 0.472298 1
0.680770 0.608690 7
0.395676 0.196315 0
0.318800 0.674393 9
0.243281 0.270713 10
0.574212 0.440131 4
0.289504 0.366485 1
0.839697 0.540501 5
0.553918 0.225724 4
0.414424 0.721012 10
0.329171 0.347013 1
0.494346 0.550291 3
0.202843 0.442715 0
0.895602 0.634767 3
0.567992 0.206905 2
0.305830 0.723040 6
0.330041 0.309987 1
0.450347 0.417186 1
0.245615 0.425643 9
0.890683 0.585367 7
0.489377 0.390294 0
0.249916 0.689143 2
0.330572 0.294688 6
0.512974 0.553029 1
0.161387 0.436698 6
0.873490 0.592992 11
0.465116 0.398182 7
0.294110 0.667488 6
0.262959 0.176773 2
0.527747 0.375706 9
0.252049 0.316607 7
0.859730 0.704735 13
0.592570 0.359853 8
0.228360 0.777182 4
0.266000 0.354485 7
0.549401 0.565791 7
0.195751 0.295082 8
0.841540 0.579794 8
0.605361 0.292449 1
0.379645 0.693577 5
0.354275 0.263395 9
0.526804 0.375576 6
0.160092 0.401467 9
0.738296 0.582299 5
0.626756 0.312084 6
0.151523 0.604964 5
0.290825 0.295949 0
0.578277 0.284155 10
0.157965 0.370181 5
0.955231 0.581703 2
0.711240 0.355607 7
0.318459 0.690230 2
0.230280 0.352896 5
0.493128 0.468570 4
0.218267 0.440559 2
0.943110 0.573818 9
0.478866 0.239730 9
0.245905 0.732850 6
0.338141 0.307948 4
0.584708 0.396194 7
0.200173 0.464361 3
0.876857 0.592991 13
0.401829 0.383108 6
