n 250
m 1
tmax 20.000000
0.123582 0.664152 3
0.423739 0.846450 5
0.757293 0.996139 2
0.020447 0.762576 6
0.830869 0.044404 7
0.372888 0.291837 6
0.034965 0.358851 10
0.703982 0.719922 3
0.059524 0.039645 10
0.974287 0.158429 7
0.304050 0.186940 10
0.441310 0.850932 4
0.590294 0.802086 5
0.177192 0.745994 2
0.372733 0.596918 9
0.517644 0.575963 1
0.428623 0.081043 1
0.836026 0.209089 9
0.896384 0.661529 8
0.946869 0.685525 10
0.388993 0.218638 8
0.826301 0.662094 7
0.105832 0.502750 5
0.687237 0.040013 2
0.621094 0.822331 8
0.710568 0.145902 7
0.761534 0.512705 3
0.773969 0.739434 5
0.063552 0.584366 7
0.929033 0.722780 7
0.739766 0.780576 5
0.607243 0.761450 9
0.510339 0.262418 9
0.193673 0.343531 5
0.419197 0.038255 3
0.072396 0.585426 3
0.499017 0.641926 5
0.354295 0.034100 6
0.337097 0.962986 10
0.563631 0.078984 10
0.048195 0.290303 7
0.295172 0.337915 5
0.858164 0.207430 6
0.612516 0.889233 2
0.438982 0.493275 8
0.451267 0.898898 10
0.546753 0.850749 1
0.640129 0.037837 3
0.813891 0.965325 8
0.809590 0.995296 5
0.398500 0.150929 3
0.074983 0.486965 1
0.506171 0.703548 1
0.427376 0.728202 9
0.777265 0.303465 7
0.933164 0.211300 8
0.505641 0.970848 5
0.989040 0.214582 8
0.022378 0.017314 10
0.488160 0.765619 1
0.990853 0.625169 4
0.214402 0.451732 1
0.337684 0.236929 5
0.595308 0.244254 3
0.360770 0.386445 9
0.979525 0.734877 2
0.155318 0.978313 10
0.372276 0.379368 9
0.839160 0.916433 1
0.281203 0.769941 4
0.480034 0.642197 8
0.360873 0.547498 10
0.825800 0.058306 3
0.589513 0.750943 7
0.968788 0.826466 10
0.952718 0.250358 9
0.102121 0.108449 2
0.832313 0.122741 10
0.745528 0.455421 4
0.227116 0.466632 7
0.861244 0.225889 2
0.901465 0.411690 8
0.094302 0.909530 1
0.433321 0.832799 1
0.983094 0.686317 2
0.406418 0.442416 6
0.232318 0.513563 4
0.140685 0.685258 7
0.999505 0.651117 5
0.221895 0.907171 6
0.557552 0.088439 2
0.596021 0.206279 10
0.031949 0.815649 8
0.585820 0.333373 3
0.217121 0.347627 3
0.470127 0.006222 2
0.661727 0.086118 6
0.185685 0.478889 1
0.751542 0.423736 4
0.650682 0.929072 3
0.228992 0.962205 10
0.728756 0.251224 3
0.969010 0.367785 2
0.405031 0.847794 1
0.588148 0.641731 1
0.191085 0.283156 7
0.635515 0.955403 10
0.119230 0.959151 10
0.891841 0.609786 2
0.561904 0.989267 5
0.013079 0.641063 1
0.215022 0.100443 9
0.601062 0.430245 10
0.743725 0.859018 2
0.177831 0.259989 3
0.147127 0.544944 4
0.087083 0.528982 3
0.378166 0.962087 4
0.345447 0.001484 1
0.916338 0.944932 10
0.256950 0.509166 7
0.325993 0.794610 8
0.005364 0.669826 5
0.427167 0.066339 8
0.652182 0.610509 8
0.505363 0.528399 10
0.403992 0.591023 8
0.638474 0.901852 4
0.925752 0.985557 4
0.746236 0.871774 6
0.454152 0.210499 3
0.512957 0.757412 8
0.680104 0.950263 1
0.725400 0.960278 1
0.143137 0.614947 3
0.401257 0.289692 4
0.228573 0.994971 4
0.493230 0.371319 6
0.616565 0.032086 6
0.928109 0.435898 9
0.947196 0.343582 10
0.639957 0.821633 4
0.189252 0.091096 5
0.575073 0.863282 5
0.888395 0.069658 7
0.944233 0.788950 6
0.225825 0.215728 3
0.925074 0.649200 10
0.442623 0.204860 6
0.863743 0.146324 7
0.801702 0.815326 9
0.730159 0.723709 9
0.963108 0.310410 6
0.085336 0.307615 8
0.760677 0.312359 6
0.221657 0.769390 6
0.963812 0.517852 6
0.687292 0.880907 10
0.960070 0.650274 3
0.706370 0.612759 6
0.369247 0.188033 10
0.174141 0.769979 10
0.169772 0.420850 7
0.585708 0.784684 10
0.799459 0.161441 6
0.730473 0.801776 4
0.603590 0.781099 1
0.577984 0.595907 10
0.307645 0.698024 8
0.582520 0.751771 7
0.570215 0.729487 3
0.359893 0.763036 4
0.891174 0.998329 4
0.005268 0.966263 1
0.261120 0.016728 10
0.686751 0.508822 6
0.911647 0.575599 4
0.322178 0.657625 10
0.446498 0.754464 9
0.305739 0.740095 10
0.580859 0.654301 9
0.444446 0.535555 6
0.148262 0.072213 9
0.329092 0.137575 10
0.820679 0.993597 3
0.125862 0.698600 1
0.635044 0.631753 7
0.417182 0.072187 1
0.089128 0.002148 7
0.380704 0.824786 9
0.705328 0.649210 1
0.509529 0.606427 7
0.500401 0.604066 5
0.802382 0.658169 3
0.577242 0.341178 4
0.763333 0.600313 7
0.620759 0.304668 6
0.016207 0.625793 3
0.122030 0.586047 5
0.535999 0.636488 8
0.570184 0.405652 6
0.837289 0.747170 8
0.034980 0.711158 2
0.146316 0.745738 7
0.943450 0.777034 10
0.689065 0.687277 9
0.463200 0.669759 2
0.884183 0.707019 6
0.039895 0.031610 6
0.308174 0.510172 1
0.580943 0.544173 10
0.246571 0.875658 5
0.618770 0.166392 6
0.259173 0.670520 1
0.338502 0.453694 10
0.328190 0.240146 3
0.573181 0.120718 6
0.113951 0.764767 7
0.204129 0.048155 8
0.130106 0.162574 9
0.028550 0.377297 9
0.181289 0.673478 7
0.066609 0.600233 1
0.279067 0.988736 4
0.527258 0.085861 1
0.527468 0.997384 2
0.164838 0.237377 5
0.084876 0.646821 7
0.973573 0.354044 4
0.189827 0.322003 1
0.330561 0.473015 1
0.955340 0.426344 2
0.712739 0.839737 8
0.920474 0.786310 8
0.992686 0.278436 4
0.736826 0.229920 3
0.746321 0.044023 2
0.704647 0.587554 5
0.921672 0.057561 10
0.767620 0.936694 7
0.118835 0.608462 9
0.721178 0.297137 4
0.877843 0.783967 3
0.669290 0.367520 6
0.520899 0.203941 3
0.388788 0.576254 3
0.109325 0.207413 8
0.611172 0.633495 3
0.504110 0.239217 4
0.752976 0.768212 9
