n 150
m 1
tmax 5.456831
0.173639 0.188827 4
0.680364 0.738928 10
0.570601 0.156503 3
0.207543 0.931164 8
0.352519 0.246405 10
0.972338 0.029779 3
0.790790 0.416266 9
0.217853 0.035916 4
0.791128 0.788622 4
0.215002 0.820953 9
0.093564 0.396230 10
0.573761 0.514967 3
0.946001 0.365557 5
0.414049 0.368977 2
0.796195 0.113131 5
0.705097 0.400733 5
0.300623 0.023763 4
0.258241 0.402149 3
0.117042 0.503601 5
0.688182 0.969402 3
0.213117 0.116441 7
0.220887 0.037603 9
0.559755 0.868663 6
0.013101 0.741240 6
0.236365 0.473504 9
0.256405 0.000125 3
0.377198 0.210747 5
0.941432 0.621607 5
0.906000 0.410998 5
0.053687 0.003027 6
0.479531 0.764617 8
0.427391 0.498047 10
0.344773 0.412336 7
0.338654 0.882827 6
0.493923 0.329927 1
0.258758 0.950814 5
0.403103 0.543076 1
0.189851 0.423589 10
0.258460 0.491248 4
0.092276 0.014423 7
0.553253 0.014968 5
0.034611 0.036108 10
0.051930 0.253933 6
0.179304 0.182661 1
0.746528 0.841784 1
0.549996 0.354704 2
0.447165 0.486829 5
0.673312 0.464509 9
0.581281 0.962116 4
0.332199 0.176473 1
0.406785 0.172490 7
0.144197 0.246753 4
0.472060 0.514687 3
0.164070 0.678021 10
0.595429 0.686278 2
0.541434 0.775585 3
0.381337 0.158334 10
0.535716 0.646219 9
0.594937 0.964635 2
0.013072 0.006158 6
0.283993 0.109792 7
0.551943 0.262990 1
0.812434 0.580534 7
0.069932 0.644183 9
0.523923 0.399893 9
0.613302 0.428402 4
0.741147 0.852510 7
0.746214 0.314388 4
0.135857 0.082435 1
0.257262 0.839961 3
0.551589 0.602824 7
0.563727 0.571216 4
0.608784 0.312944 10
0.930494 0.150072 7
0.406791 0.615156 10
0.913655 0.555560 8
0.659109 0.648632 1
0.744829 0.889058 8
0.526897 0.397721 8
0.277629 0.295754 3
0.567490 0.774996 10
0.682928 0.434600 8
0.426405 0.486133 4
0.883070 0.430595 2
0.122929 0.091332 5
0.244918 0.316243 3
0.011078 0.996075 6
0.975275 0.544968 5
0.177238 0.871358 6
0.012707 0.757943 6
0.132041 0.746912 7
0.196004 0.888875 9
0.743297 0.421063 9
0.794292 0.330804 10
0.731159 0.597217 9
0.237879 0.237438 8
0.785967 0.490207 6
0.727243 0.003762 1
0.246588 0.833351 1
0.337236 0.865892 7
0.627687 0.390441 8
0.476328 0.799463 9
0.008024 0.325521 7
0.923435 0.439162 9
0.930047 0.786846 6
0.933322 0.664603 5
0.862686 0.630916 1
0.300439 0.246075 7
0.722087 0.689846 10
0.940991 0.898382 9
0.154131 0.264633 7
0.775810 0.100594 5
0.326064 0.667992 3
0.005150 0.097624 4
0.493337 0.793599 6
0.225572 0.885070 9
0.952019 0.966681 9
0.892299 0.022989 1
0.111511 0.792662 1
0.775674 0.839503 8
0.923523 0.354781 2
0.122377 0.624560 4
0.680133 0.358872 9
0.694037 0.213773 7
0.118915 0.675113 5
0.845160 0.721573 9
0.107629 0.926203 1
0.455975 0.762387 5
0.663618 0.040196 6
0.867947 0.265122 8
0.281123 0.314793 4
0.215714 0.684236 4
0.794267 0.514581 2
0.326639 0.477581 2
0.391779 0.364322 8
0.685936 0.051937 8
0.195357 0.297340 4
0.549140 0.816915 8
0.821707 0.299691 3
0.056475 0.739500 6
0.491502 0.431160 9
0.410837 0.437341 8
0.105970 0.685751 3
0.573207 0.945849 7
0.873694 0.292286 7
0.391732 0.789071 1
0.447571 0.940578 5
0.913988 0.240058 6
0.106096 0.210783 2
0.441808 0.718658 4
