n 300
m 1
tmax 25.000000
0.821390 0.052545 8
0.542493 0.261526 3
0.415396 0.453616 5
0.219158 0.025216 7
0.726189 0.095238 1
0.874773 0.021786 1
0.386190 0.436713 6
0.483498 0.314446 1
0.000000 0.208158 1
0.630539 0.308609 5
0.982723 0.000000 2
0.586583 0.391800 3
0.476824 0.488378 10
0.105388 0.028627 7
0.694183 0.142370 9
0.906762 0.206645 6
0.512584 0.375771 1
0.313805 0.350868 3
0.262383 0.052634 3
0.675463 0.378218 3
0.763123 0.023521 3
0.355868 0.267918 9
0.509499 0.315324 4
0.092485 0.022336 2
0.706679 0.011291 2
0.802818 0.064523 3
0.485112 0.339606 10
0.404474 0.213544 1
0.203291 0.000000 6
0.518014 0.095479 4
0.873409 0.000000 2
0.585609 0.237491 7
0.433063 0.185513 8
0.081983 0.156351 5
0.631869 0.200064 3
0.934878 0.000000 6
0.486508 0.497405 10
0.441598 0.270535 7
0.170722 0.012511 3
0.852048 0.321971 3
0.867558 0.093056 8
0.402488 0.488032 8
0.496572 0.409858 3
0.131049 0.203550 6
0.771593 0.142529 10
0.898568 0.000000 5
0.635956 0.372819 5
0.414913 0.240303 10
0.283807 0.137761 8
0.656938 0.122578 7
0.968683 0.056516 6
0.621364 0.376686 1
0.207642 0.241225 10
0.221240 0.090619 7
0.623275 0.119152 7
0.870824 0.020275 5
0.507591 0.489560 4
0.472760 0.341799 9
0.079678 0.137190 8
0.429294 0.044192 3
0.970258 0.027246 3
0.620331 0.412571 1
0.376669 0.284627 6
0.032168 0.173916 10
0.809385 0.289229 5
1.000000 0.017005 10
0.647166 0.309307 8
0.408275 0.318999 7
0.000000 0.161874 4
0.579434 0.343271 7
0.815258 0.000000 8
0.477208 0.300615 4
0.403346 0.314942 3
0.182010 0.101812 3
0.593397 0.240478 8
0.936979 0.000000 6
0.533099 0.394648 7
0.466790 0.189094 7
0.100037 0.000000 1
0.820694 0.154261 1
0.794782 0.068734 2
0.631371 0.244940 10
