n 600
m 1
tmax 30.000000
0.505126 0.134666 0
0.024043 0.133609 3
0.436694 0.135259 2
0.499046 0.331818 1
0.637490 0.971058 4
0.608008 0.796366 2
0.691120 0.410800 1
0.317999 0.460612 4
0.026784 0.679326 4
0.148327 0.553524 5
0.181893 0.967738 10
0.194137 0.559186 2
0.218929 0.354058 4
0.066212 0.334470 2
0.012921 0.176563 2
0.796243 0.552959 0
0.988002 0.305860 4
0.359311 0.434541 3
0.934422 0.047504 2
0.254378 0.584356 3
0.018125 0.434476 1
0.469443 0.040503 1
0.403341 0.323407 5
0.291668 0.785977 1
0.352902 0.963612 3
0.507470 0.969183 0
0.555161 0.453463 3
0.079165 0.778546 4
0.695788 0.079811 3
0.021258 0.664772 4
0.280085 0.532470 4
0.423356 0.400876 4
0.696925 0.311469 4
0.397854 0.927331 5
0.885271 0.395462 5
0.878687 0.753333 1
0.406349 0.588722 3
0.903625 0.487075 2
0.550197 0.736995 5
0.716723 0.180412 5
0.292338 0.988675 3
0.270950 0.604757 0
0.767750 0.097551 2
0.515264 0.004628 4
0.847178 0.585944 2
0.921821 0.095528 2
0.553220 0.362963 0
0.445640 0.736532 0
0.650573 0.114793 3
0.372522 0.882795 3
0.965619 0.211925 0
0.483745 0.867056 2
0.669736 0.291264 4
0.800764 0.631311 1
0.952523 0.686049 4
0.034455 0.424743 4
0.937570 0.364049 0
0.406611 0.143060 3
0.649069 0.273365 2
0.989932 0.402492 0
0.777729 0.110265 4
0.624900 0.761059 1
0.084049 0.219095 1
0.359176 0.649155 5
0.056453 0.953931 9
0.269642 0.245994 0
0.629868 0.750308 0
0.423633 0.081340 2
0.517115 0.379222 2
0.329219 0.113847 5
0.482999 0.120710 2
0.333980 0.087723 2
0.880238 0.813572 4
0.623213 0.123723 1
0.246120 0.089644 5
0.107090 0.723389 2
0.281795 0.170275 2
0.633942 0.039482 4
0.708572 0.611303 4
0.841107 0.724411 5
0.375581 0.145677 1
0.727668 0.824283 4
0.705501 0.394802 4
0.185847 0.529437 3
0.343325 0.211314 3
0.915201 0.386373 5
0.047175 0.147254 5
0.913122 0.538879 2
0.876257 0.721149 5
0.471681 0.396374 2
0.977411 0.854970 4
0.263315 0.650857 5
0.291081 0.601488 2
0.515455 0.792643 4
0.296407 0.468957 3
0.702092 0.185140 5
0.879851 0.147424 5
0.181061 0.541827 3
0.499530 0.002248 5
0.200811 0.643763 2
0.436561 0.133648 0
0.951620 0.433078 2
0.913804 0.870472 5
0.080288 0.862464 12
0.579442 0.992621 1
0.015420 0.728024 2
0.943692 0.529569 3
0.869334 0.350307 1
0.358148 0.745533 4
0.631916 0.722922 2
0.412418 0.174374 5
0.249062 0.019813 2
0.787495 0.449647 2
0.467782 0.344358 1
0.365980 0.881421 3
0.314096 0.614391 1
0.047757 0.260723 0
0.946027 0.957547 4
0.895158 0.965565 5
0.845022 0.089223 1
0.840628 0.166024 0
0.735975 0.955350 4
0.437713 0.869251 3
0.861684 0.567030 3
0.500866 0.663353 2
0.520808 0.064899 0
0.213339 0.585192 5
0.392835 0.501319 3
0.951676 0.003387 3
0.793271 0.632344 4
0.509620 0.464370 4
0.262203 0.777793 1
0.192493 0.823399 1
0.402986 0.853015 2
0.034484 0.427382 2
0.401872 0.825251 4
0.983569 0.744296 2
0.848921 0.832540 5
0.580106 0.282713 4
0.265387 0.403453 5
0.036028 0.819660 12
0.400914 0.412328 3
0.975796 0.587225 5
0.898755 0.601556 3
0.333039 0.100866 5
0.638454 0.320970 0
0.138345 0.733100 5
0.722517 0.710715 3
0.872922 0.567690 5
0.710231 0.515582 1
0.035274 0.738179 4
0.531090 0.262070 3
0.592531 0.221746 4
0.062004 0.939888 10
0.508165 0.073966 5
0.941737 0.216044 0
0.611440 0.751854 2
0.951162 0.938586 0
0.229338 0.329069 5
0.061844 0.238709 3
0.916785 0.890592 2
0.433662 0.359483 4
0.280223 0.541319 0
0.026830 0.877224 13
0.054982 0.637791 3
0.348454 0.448991 0
0.288798 0.206356 5
0.416756 0.857316 5
0.636472 0.389682 0
0.968635 0.579191 0
0.648462 0.360236 3
0.863772 0.937307 1
0.879197 0.601588 4
0.389597 0.222615 5
0.516700 0.385391 2
0.806705 0.371593 4
0.634349 0.536730 3
0.474213 0.613175 4
0.690469 0.625267 3
0.680511 0.131596 1
0.515299 0.795273 2
0.731019 0.942568 2
0.601871 0.837302 3
0.073835 0.113236 2
0.400589 0.312503 2
0.801436 0.049870 0
0.112726 0.144770 2
0.070086 0.296382 3
0.460339 0.710990 0
0.422979 0.471145 4
0.174454 0.737151 2
0.827428 0.871414 4
0.977987 0.920568 2
0.370329 0.474735 4
0.277669 0.074965 5
0.764496 0.546856 5
0.933817 0.659827 4
0.852347 0.823779 5
0.478994 0.520754 2
0.684611 0.982287 0
0.989651 0.522567 1
0.244094 0.400753 2
0.867266 0.867442 4
0.333354 0.565328 2
0.569062 0.306701 1
0.331827 0.210153 3
0.159396 0.498163 0
0.458910 0.836233 0
0.482088 0.246650 1
0.833509 0.331629 3
0.896134 0.476442 1
0.768375 0.836615 5
0.939461 0.019484 2
0.621508 0.286818 3
0.619214 0.061983 0
0.990084 0.570617 4
0.664747 0.579718 3
0.396147 0.428093 3
0.706503 0.550632 3
0.804221 0.501915 2
0.120848 0.474851 0
0.283191 0.868548 4
0.350113 0.290381 3
0.107920 0.323264 0
0.046958 0.567715 2
0.542799 0.815632 5
0.870422 0.659499 4
0.892697 0.053737 3
0.724397 0.723571 1
0.348148 0.190759 5
0.457162 0.928372 0
0.476392 0.937863 0
0.688595 0.158246 4
0.841066 0.817460 5
0.163568 0.127374 5
0.275086 0.409835 1
0.853152 0.085042 4
0.413868 0.103842 4
0.044393 0.919007 9
0.265364 0.687244 4
0.810326 0.276308 1
0.180527 0.275156 3
0.773907 0.322875 4
0.261262 0.062440 3
0.331844 0.505360 0
0.135071 0.420307 4
0.219001 0.320718 3
0.365350 0.368720 4
0.563436 0.530615 1
0.643465 0.359041 1
0.542930 0.993791 3
0.290832 0.993927 5
0.851005 0.428697 1
0.905944 0.252867 1
0.506303 0.200693 3
0.008654 0.179217 2
0.145174 0.410727 4
0.582917 0.697260 3
0.732150 0.401718 2
0.991658 0.578076 2
0.156642 0.436309 4
0.639543 0.283088 5
0.595547 0.417897 3
0.422730 0.395480 2
0.094172 0.251362 1
0.309588 0.961447 2
0.745588 0.946690 2
0.049820 0.056483 1
0.243466 0.658038 2
0.373965 0.224893 3
0.451494 0.811335 0
0.101372 0.025603 4
0.524599 0.572655 1
0.415352 0.851337 5
0.984764 0.566774 4
0.078224 0.720778 2
0.926570 0.162429 0
0.419603 0.467353 4
0.705445 0.813504 3
0.832152 0.981468 1
0.822435 0.999509 0
0.017645 0.468096 4
0.881695 0.943887 2
0.794056 0.142358 2
0.696913 0.448345 5
0.372359 0.268161 3
0.397988 0.187080 2
0.998678 0.620035 1
0.679888 0.266598 3
0.121323 0.024855 4
0.852966 0.645309 4
0.107858 0.310906 1
0.208685 0.062254 2
0.252601 0.028211 4
0.334428 0.861186 3
0.041499 0.242274 4
0.001509 0.638225 5
0.583146 0.608831 1
0.013185 0.713344 3
0.410074 0.003041 5
0.402321 0.923052 1
0.326905 0.972039 0
0.224482 0.450970 1
0.486571 0.393764 0
0.638593 0.087044 4
0.458498 0.230227 2
0.148196 0.767471 4
0.545954 0.666635 5
0.170160 0.714871 4
0.706164 0.548758 4
0.731697 0.507869 3
0.785691 0.061877 3
0.822432 0.186129 4
0.097248 0.874092 9
0.050443 0.001762 4
0.146802 0.807099 1
0.147310 0.199133 4
0.798435 0.128383 2
0.507841 0.737430 5
0.198574 0.846193 0
0.518614 0.248480 2
0.368843 0.153815 5
0.533099 0.585220 1
0.726438 0.590773 3
0.388850 0.894460 2
0.475971 0.548812 1
0.092002 0.138369 3
0.552875 0.821833 1
0.050682 0.060970 3
0.592380 0.604794 1
0.337632 0.001508 1
0.336953 0.336413 0
0.049553 0.669696 0
0.344398 0.118160 2
0.301513 0.771568 5
0.196787 0.514427 0
0.140494 0.890439 9
0.921892 0.701566 4
0.964095 0.588532 0
0.913446 0.915210 3
0.198288 0.871449 4
0.794686 0.276532 0
0.393271 0.391743 2
0.956132 0.392535 5
0.718126 0.072027 0
0.160069 0.949974 9
0.448760 0.640807 3
0.740049 0.210240 5
0.553429 0.556189 3
0.710673 0.830465 3
0.872579 0.060303 1
0.439781 0.976495 0
0.235167 0.352960 0
0.394808 0.087102 3
