n 1200
m 1
tmax 17.211426
0.201557 0.612366 3
0.696449 0.843405 2
0.228903 0.531155 3
0.391415 1.000000 2
1.000000 0.884847 1
0.659864 0.527940 1
0.059603 0.395826 1
0.385594 0.498688 3
0.576035 0.618252 2
0.625442 0.396796 3
0.888804 0.390614 10
0.476505 0.234349 2
0.169743 0.466082 3
1.000000 0.112372 2
0.586840 0.340758 3
0.820097 0.670509 3
0.621590 0.777340 3
0.437645 0.305402 3
0.442296 0.491687 2
1.000000 1.000000 2
0.795729 0.471603 11
0.097700 0.339402 3
0.303186 0.639574 2
0.620800 1.000000 1
1.000000 0.539914 9
0.980582 0.527134 10
0.713628 0.000000 2
0.240816 0.371491 1
0.791913 0.448376 11
0.380454 0.239562 2
0.832515 0.361294 10
0.785338 0.797076 3
0.554916 0.629209 3
0.209708 0.825321 3
0.658033 0.862848 1
0.878071 0.577433 10
0.110308 0.321611 1
0.050648 0.579754 2
0.925194 0.507484 9
0.642463 0.531567 1
0.944553 0.443077 9
0.592625 0.448611 3
0.459061 0.541050 2
0.892556 0.000000 1
0.693950 0.389210 1
0.331448 0.447145 3
0.236499 0.810366 3
0.353358 0.804939 2
0.243977 0.659560 3
0.922627 1.000000 2
0.890150 0.629935 11
0.344414 0.292699 2
0.398104 0.274943 1
0.674059 0.955074 3
0.568008 0.362301 1
0.926766 0.328933 2
0.485517 0.117494 1
0.000000 0.317749 3
0.927656 0.446207 9
0.525682 0.116662 2
0.733716 0.906991 1
0.630725 0.998274 2
0.264697 0.230278 1
0.000000 1.000000 2
0.952913 1.000000 3
0.728242 0.644038 2
0.409152 0.385661 2
0.432429 0.387921 2
1.000000 0.884026 1
0.833340 0.088764 2
0.814882 0.238724 3
0.217571 0.048857 3
0.000000 0.168886 3
1.000000 0.286798 3
0.301338 0.000000 1
0.713103 0.536235 2
0.386227 0.379302 3
0.498260 0.159302 3
0.341911 1.000000 3
0.951587 0.841156 3
0.645668 0.454147 1
0.142561 0.522719 2
0.133956 0.249011 3
0.946110 1.000000 1
0.533136 0.276194 3
0.895504 0.485697 10
0.918691 0.355129 11
0.225965 0.514118 3
0.689349 0.512641 1
0.232075 0.312224 3
0.000000 0.480271 1
0.324683 1.000000 1
0.113234 0.060155 2
0.012592 0.799451 2
0.917009 0.753483 1
0.789599 0.325416 2
0.000000 0.469944 2
0.127995 0.347047 1
0.887027 1.000000 2
0.794111 0.299707 3
0.549539 0.579502 3
0.887255 0.286508 2
0.000000 0.478821 2
0.981825 0.440205 10
0.454097 0.462001 1
0.477163 0.205581 3
0.903433 0.973507 1
0.502091 0.619091 3
0.055605 0.728485 3
0.783487 1.000000 3
0.869593 0.473839 10
0.000000 0.368879 3
0.256070 0.465787 3
0.858638 0.696973 3
0.559596 0.650253 1
0.989823 0.369890 2
0.564083 0.000000 3
0.252358 0.664193 2
1.000000 0.275404 3
0.643570 0.432239 1
0.698484 0.833407 2
0.390093 0.767121 1
0.441750 0.102081 3
0.407111 1.000000 2
1.000000 1.000000 1
0.594638 0.607520 1
0.159641 0.317810 1
0.418797 0.497671 3
0.750056 1.000000 3
0.660333 0.375449 1
0.812098 0.760514 3
0.335288 0.182894 1
0.029961 0.568496 1
0.939590 0.118005 3
0.403774 0.530609 3
0.450553 0.481943 1
0.548959 1.000000 3
0.000000 0.117040 2
0.299615 0.655286 3
1.000000 1.000000 2
0.803665 0.871095 1
0.564536 0.192262 2
0.290272 0.612820 1
0.893162 0.898776 1
0.936375 0.563586 9
0.568874 0.784195 1
0.795690 0.247764 2
0.213924 0.491184 1
0.759594 0.042003 3
0.226962 0.403212 3
0.750878 0.438857 9
0.535928 1.000000 2
0.254685 0.182284 3
0.432253 0.687095 3
1.000000 0.508668 9
0.913587 0.455501 10
0.036637 0.207663 1
0.460094 0.566763 1
0.637057 0.918633 1
0.777264 0.411062 10
1.000000 0.418987 11
0.652211 0.214796 2
0.358235 0.467700 3
0.680670 0.092940 3
0.221053 0.675890 1
0.331436 0.587957 3
