n 200
m 1
tmax 20.000000
0.966300 0.527963 4
0.615056 0.173712 3
0.067676 0.854311 2
0.964689 0.565034 10
0.681590 0.199809 10
0.031473 0.729486 9
1.000000 0.609566 4
0.666418 0.197426 6
0.094847 0.799158 8
0.989317 0.449361 2
0.701896 0.176300 1
0.069325 0.871591 6
1.000000 0.613697 6
0.707895 0.155892 10
0.048590 0.812778 7
0.980958 0.499546 2
0.644358 0.187602 7
0.006261 0.861147 5
1.000000 0.542168 9
0.673422 0.140759 4
0.010232 0.752442 3
0.927070 0.462545 7
0.763332 0.172771 4
0.119227 0.783413 3
0.977687 0.522395 2
0.659791 0.163141 6
0.032404 0.762067 10
1.000000 0.571443 6
0.778699 0.136739 1
0.013968 0.934218 2
1.000000 0.477929 2
0.773556 0.236913 7
0.030695 0.808749 1
0.980527 0.563857 2
0.691977 0.170949 1
0.054864 0.788491 7
0.999333 0.511144 6
0.657282 0.205709 4
0.087763 0.818902 7
1.000000 0.531322 10
0.727770 0.164426 6
0.161946 0.834279 8
0.960289 0.561841 9
0.717751 0.185529 1
0.043921 0.854195 5
1.000000 0.456026 5
0.698087 0.199679 3
0.000000 0.848148 4
0.938895 0.515008 4
0.737668 0.151160 10
0.000000 0.798112 2
0.988366 0.551646 10
0.787992 0.210527 9
0.082349 0.855179 10
0.915285 0.607087 2
0.727624 0.228302 4
0.044749 0.950061 4
1.000000 0.468065 7
0.722373 0.138499 7
0.039009 0.764297 2
0.968509 0.601949 8
0.700386 0.158650 8
0.030120 0.903430 9
1.000000 0.608278 9
0.700830 0.170116 10
0.084391 0.777687 10
0.980710 0.483992 9
0.703157 0.123953 5
0.001392 0.824075 10
0.933769 0.527289 9
0.660148 0.175998 8
0.000000 0.821629 6
0.944650 0.523551 5
0.799734 0.165840 10
0.061319 0.860363 7
1.000000 0.507275 2
0.827377 0.222060 2
0.016781 0.824069 9
0.937812 0.521590 1
0.744620 0.183759 9
0.000000 0.839465 9
1.000000 0.473207 3
0.736823 0.167002 4
0.179205 0.885076 2
1.000000 0.527711 4
0.706643 0.125711 2
0.000000 0.774993 3
0.898656 0.584931 1
0.665910 0.180769 7
0.002937 0.827376 10
0.919681 0.465338 9
0.635178 0.117912 4
0.079651 0.738311 10
0.989386 0.470221 3
0.711049 0.193579 7
0.001371 0.868066 7
1.000000 0.524508 3
0.716306 0.182482 2
0.022311 0.761817 3
0.980460 0.451444 6
0.752643 0.165469 9
0.050314 0.820880 7
0.983729 0.495838 1
0.594446 0.239632 2
0.006046 0.758554 1
0.937393 0.470437 3
0.710327 0.076251 10
0.000000 0.932807 10
0.937254 0.529960 4
0.630973 0.233865 10
0.019541 0.875038 8
0.964843 0.559165 10
0.830207 0.090049 4
0.142862 0.935584 2
0.989569 0.483306 9
0.706639 0.205103 10
0.096596 0.832742 10
0.930366 0.538019 3
0.669136 0.214879 5
0.092836 0.888248 3
1.000000 0.531437 4
0.665803 0.206328 4
0.000000 0.756395 5
0.907884 0.440474 7
0.698915 0.199976 1
0.052391 0.781727 2
0.993050 0.500912 5
0.714245 0.187705 6
0.079646 0.820672 4
1.000000 0.489823 1
0.763719 0.168010 4
0.009628 0.855509 6
0.942580 0.459064 9
0.673716 0.247239 9
0.085177 0.871453 10
1.000000 0.544391 7
0.740967 0.188072 10
0.085988 0.857183 7
1.000000 0.569189 6
0.776737 0.206014 2
0.000000 0.853033 3
1.000000 0.499125 5
0.674996 0.213125 7
0.052889 0.868338 8
1.000000 0.521501 9
0.740588 0.094922 3
0.027113 0.778361 10
1.000000 0.426801 1
0.661509 0.137535 10
0.039724 0.901442 1
0.954304 0.575280 9
0.738390 0.162098 5
0.000000 0.844622 6
0.940880 0.455730 7
0.776209 0.177382 7
0.000000 0.794995 2
0.972494 0.551062 2
0.652811 0.216915 3
0.150390 0.895943 2
0.984640 0.572726 8
0.688346 0.196083 10
0.075630 0.844355 2
0.975316 0.477636 7
0.725262 0.137319 8
0.026606 0.832888 7
1.000000 0.510125 4
0.772313 0.181232 9
0.056891 0.850738 3
1.000000 0.554731 10
0.682064 0.228493 1
0.107679 0.912935 6
1.000000 0.517367 7
0.669016 0.171737 3
0.001180 0.814635 6
0.993402 0.533845 6
0.726454 0.183427 2
0.000000 0.857490 9
1.000000 0.515973 2
0.753121 0.139893 4
0.000000 0.877185 1
1.000000 0.509149 7
0.687134 0.084898 8
0.074660 0.813594 8
1.000000 0.516694 9
0.727834 0.158810 10
0.053614 0.806139 10
0.920863 0.576082 1
0.719680 0.116151 5
0.057638 0.812482 3
1.000000 0.474639 8
0.754709 0.133762 1
0.000000 0.893071 9
1.000000 0.405453 6
0.834638 0.088815 4
0.109867 0.787018 2
1.000000 0.539763 10
0.682467 0.249670 6
0.000000 0.859298 10
1.000000 0.512246 9
0.729903 0.175715 2
