n 300
m 1
tmax 12.166666
0.382250 0.354146 4
0.429937 0.968256 5
0.582004 0.901665 5
0.572358 0.142315 4
0.772387 0.006332 4
0.141603 0.767984 4
0.321040 0.818460 0
0.002686 0.436217 4
0.047152 0.936430 4
0.340444 0.600587 4
0.097714 0.455785 1
0.765482 0.353846 4
0.606583 0.857240 0
0.668642 0.388782 4
0.752830 0.182043 1
0.268570 0.938438 5
0.388475 0.616596 2
0.363652 0.841363 2
0.539896 0.833950 2
0.815754 0.783207 0
0.194512 0.014555 0
0.413727 0.901143 1
0.481603 0.452096 0
0.315432 0.969480 1
0.371431 0.066591 8
0.759144 0.784464 0
0.340621 0.333060 1
0.158448 0.343774 4
0.633852 0.317717 5
0.904688 0.946888 1
0.041772 0.661967 1
0.178866 0.787203 4
0.996277 0.042189 4
0.266509 0.152280 8
0.294460 0.898282 4
0.785342 0.899995 3
0.477341 0.374207 3
0.324826 0.599507 0
0.025522 0.391472 5
0.825015 0.986747 1
0.585959 0.467981 2
0.239690 0.130322 9
0.873000 0.034241 2
0.943716 0.185637 4
0.598577 0.707034 2
0.282141 0.595705 1
0.136337 0.502227 5
0.286945 0.263851 4
0.929697 0.497434 4
0.074622 0.134412 3
0.297588 0.932256 4
0.342024 0.363491 1
0.103805 0.978230 0
0.075267 0.556422 0
0.555504 0.281052 1
0.320875 0.506410 2
0.134798 0.830317 5
0.130690 0.028986 5
0.186864 0.640613 3
0.234401 0.445194 3
0.436509 0.252879 5
0.841217 0.995885 4
0.813273 0.756913 3
0.814205 0.846850 5
0.782404 0.034091 2
0.896003 0.722385 5
0.137218 0.726078 4
0.197971 0.318131 2
0.208641 0.759650 2
0.633027 0.910950 2
0.396839 0.200214 8
0.186560 0.411813 3
0.276543 0.005073 11
0.300310 0.003485 10
0.214367 0.811507 5
0.168292 0.651132 3
0.498456 0.247070 2
0.354601 0.926407 5
0.931648 0.327164 0
0.404986 0.787250 5
0.305903 0.445417 4
0.471774 0.730307 4
0.108854 0.851427 1
0.878812 0.198019 0
0.012719 0.700967 0
0.336101 0.946132 1
0.490084 0.716944 5
0.573480 0.610513 3
0.160563 0.609270 2
0.131573 0.415212 0
0.194798 0.971162 1
0.630554 0.054479 4
0.472256 0.597155 5
0.478507 0.941996 2
0.693220 0.257519 1
0.440231 0.333431 3
0.866596 0.493887 8
0.117209 0.233453 4
0.579792 0.756796 3
0.371305 0.108542 11
0.939130 0.855714 1
0.539287 0.344513 0
0.649781 0.933685 5
0.867660 0.709196 2
0.204299 0.708433 0
0.545267 0.461534 0
0.007306 0.851963 2
0.570219 0.804498 5
0.631064 0.871585 0
0.805304 0.283441 3
0.368527 0.550624 3
0.484546 0.658240 0
0.252937 0.731940 2
0.335166 0.796743 3
