n 80
m 1
tmax 30.000000
0.916178 0.795763 5
0.749300 0.718112 6
0.636758 0.325261 3
0.046707 0.490346 0
0.300368 0.403090 2
0.091557 0.238066 2
0.050541 0.966452 6
0.424297 0.348918 0
0.491616 0.317144 4
0.078201 0.994409 8
0.536938 0.859620 2
0.016310 0.931127 4
0.046042 0.988427 4
0.663291 0.850114 3
0.800026 0.883070 4
0.103552 0.603345 0
0.289405 0.733408 2
0.250804 0.480225 4
0.070448 0.564354 2
0.940966 0.815371 5
0.487879 0.475555 4
0.305475 0.975909 0
0.292223 0.202326 4
0.612976 0.355434 3
0.477589 0.397783 2
0.916756 0.875217 0
0.640200 0.230171 5
0.959297 0.036626 2
0.544508 0.933530 2
0.712391 0.396746 2
0.356435 0.736829 5
0.305400 0.189868 4
0.545230 0.526676 5
0.092416 0.576738 3
0.403514 0.748663 3
0.703350 0.690717 9
0.834785 0.063274 4
0.237513 0.698305 3
0.977269 0.988737 1
0.433846 0.591047 2
0.291385 0.921884 3
0.878726 0.174075 5
0.891801 0.407123 4
0.850038 0.229595 4
0.826384 0.418178 5
0.686717 0.464637 5
0.086412 0.913045 7
0.570142 0.482191 4
0.191906 0.227429 6
0.282529 0.111412 5
0.299140 0.561008 1
0.948975 0.708526 6
0.168189 0.033453 2
0.274460 0.175375 9
0.202036 0.142017 5
0.403211 0.958485 4
0.773313 0.141620 1
0.817279 0.614027 5
0.246683 0.036175 2
0.148428 0.704916 3
0.591685 0.400463 3
0.515695 0.159425 0
0.331266 0.882645 1
0.097428 0.782012 2
0.811117 0.673529 6
0.202500 0.991899 2
0.302816 0.653027 1
0.760208 0.967141 1
0.834200 0.536432 8
0.744666 0.950514 5
0.168159 0.713961 4
0.064138 0.917322 6
0.397434 0.820845 2
0.620612 0.449215 4
0.084631 0.287077 3
0.688925 0.794567 4
0.698387 0.091635 5
0.907557 0.600290 5
0.801621 0.746738 7
0.745881 0.341397 1
