n 200
m 1
tmax 22.500000
0.484229 0.759303 0
0.420498 0.120568 4
0.748631 0.661297 7
0.102019 0.904309 7
0.294128 0.013023 4
0.626196 0.567686 9
0.997370 0.400352 1
0.963523 0.332389 3
0.712467 0.274349 5
0.169180 0.327795 7
0.792400 0.317956 4
0.561261 0.531419 4
0.615993 0.190196 10
0.363049 0.637212 4
0.593163 0.907185 9
0.786261 0.137633 7
0.101786 0.417210 9
0.086024 0.743904 5
0.089998 0.119432 7
0.843521 0.973720 5
0.019904 0.239940 4
0.013768 0.512595 3
0.452511 0.781114 3
0.214515 0.529200 8
0.014498 0.927811 7
0.906451 0.391867 7
0.735888 0.869166 3
0.515370 0.812823 1
0.671267 0.192625 1
0.575951 0.645150 2
0.509066 0.348332 1
0.590405 0.344265 2
0.934951 0.946996 2
0.574997 0.487355 4
0.347453 0.547224 4
0.629021 0.082648 7
0.400556 0.845839 4
0.446638 0.241052 6
0.154855 0.861542 4
0.466374 0.508555 1
0.367056 0.660095 9
0.533394 0.001868 2
0.403245 0.992412 1
0.478850 0.817925 1
0.445214 0.148558 7
0.144009 0.855445 4
0.283012 0.158204 5
0.526055 0.411783 9
0.082022 0.550945 6
0.158507 0.698275 1
0.252621 0.288032 9
0.065455 0.553050 10
0.317904 0.385372 6
0.181926 0.753001 3
0.679217 0.667291 2
0.784894 0.059169 1
0.089190 0.595395 9
0.855392 0.147779 1
0.681370 0.602395 2
0.857108 0.732326 1
0.931390 0.618475 2
0.886280 0.879506 4
0.020501 0.001620 5
0.088723 0.897466 10
0.561267 0.928485 1
0.138426 0.681733 7
0.023109 0.027913 2
0.100827 0.433538 8
0.257361 0.011865 7
0.936658 0.370024 6
0.677307 0.523193 10
0.274573 0.412052 7
0.451967 0.685686 9
0.503727 0.162661 8
0.140643 0.848974 7
0.194857 0.885569 6
0.402010 0.020047 8
0.871964 0.212659 8
0.965564 0.445975 3
0.418041 0.115339 7
0.247285 0.562641 9
0.085587 0.028163 4
0.784548 0.478749 5
0.315173 0.116917 10
0.918156 0.346818 10
0.187472 0.562194 3
0.391796 0.827393 3
0.073834 0.473281 5
0.213835 0.567722 10
0.095839 0.909454 5
0.159418 0.193330 7
0.616595 0.292169 6
0.400465 0.147375 8
0.609918 0.012723 6
0.704267 0.118887 9
0.195321 0.359597 4
0.063085 0.351813 2
0.840845 0.676260 6
0.464667 0.498476 6
0.271573 0.935086 3
0.151020 0.263926 9
0.848279 0.058416 5
0.243384 0.689218 4
0.165534 0.263827 7
0.675298 0.541805 6
0.810927 0.317659 10
0.582345 0.132228 9
0.755638 0.374713 8
0.967596 0.888808 10
0.516404 0.095962 4
0.091753 0.570934 10
0.188963 0.501620 10
0.896756 0.174000 3
0.837295 0.004421 10
0.332514 0.292987 3
0.590517 0.462440 8
0.290408 0.383268 6
0.667278 0.158747 5
0.199193 0.382368 4
0.867288 0.107792 7
0.492343 0.264671 5
0.202528 0.365954 2
0.927958 0.877753 1
0.702756 0.076689 4
0.738975 0.219008 10
0.477450 0.871226 3
0.733014 0.568041 10
0.549863 0.661295 9
0.910842 0.490653 2
0.899494 0.341106 5
0.727292 0.115504 4
0.624358 0.740899 8
0.203105 0.455019 2
0.515757 0.666162 7
0.167639 0.318949 10
0.456777 0.402356 2
0.550937 0.453130 2
0.561175 0.970466 4
0.165254 0.239833 9
0.168833 0.266786 7
0.188664 0.008641 9
0.506727 0.106980 5
0.235768 0.333171 1
0.565177 0.128300 2
0.709544 0.239248 8
0.203799 0.582979 7
0.792370 0.900718 9
0.270717 0.419566 5
0.411687 0.294442 7
0.039014 0.463665 7
0.443630 0.409281 7
0.361706 0.217519 5
0.116566 0.566943 7
0.584438 0.913187 2
0.625613 0.548236 10
0.487263 0.373696 6
0.995176 0.431878 2
0.314497 0.643669 10
0.735317 0.399557 7
0.632812 0.401451 5
0.072850 0.589410 5
0.849059 0.721282 4
0.036445 0.255284 10
0.357008 0.246214 9
0.882400 0.152394 9
0.931560 0.443851 9
0.905951 0.052822 4
0.563317 0.290417 9
0.561385 0.787240 9
0.493729 0.669856 2
0.254218 0.270560 4
0.777714 0.676941 1
0.867603 0.747548 7
0.630351 0.159673 2
0.864760 0.117771 6
0.227775 0.088019 2
0.327986 0.152951 1
0.509286 0.717418 4
0.328696 0.735541 9
0.003520 0.215878 3
0.758500 0.316114 8
0.291602 0.736507 4
0.677247 0.662623 4
0.730687 0.515822 3
0.223927 0.959540 10
0.814897 0.632348 5
0.868778 0.511711 6
0.793213 0.566546 2
0.580076 0.133335 4
0.946356 0.547337 3
0.168515 0.397153 3
0.043703 0.511028 9
0.615314 0.400540 1
0.714886 0.105071 1
0.610039 0.303239 1
0.795018 0.497587 1
0.107543 0.444233 7
0.394214 0.792100 9
0.343271 0.520213 10
0.321452 0.160426 10
