n 800
m 1
tmax 5.393319
0.021545 0.744321 0
0.091571 0.361207 5
0.303930 0.687293 10
0.000000 0.351652 5
0.190873 0.705812 9
0.016388 0.676171 3
0.119013 0.379979 6
0.260498 0.745905 8
0.000000 0.389757 10
0.189375 0.763089 7
0.078576 0.802296 2
0.195652 0.300960 0
0.338326 0.779399 3
0.046463 0.353945 10
0.266260 0.693152 7
0.000000 0.744592 2
0.098172 0.329740 5
0.338639 0.772447 9
0.075162 0.315008 10
0.236229 0.755759 5
0.000000 0.627949 0
0.055118 0.308969 8
0.343217 0.709276 10
0.031461 0.330881 5
0.209672 0.730543 10
0.122910 0.712834 9
0.096549 0.266569 10
0.306010 0.816098 1
0.001435 0.267392 9
0.374344 0.790136 3
0.058237 0.645690 1
0.014931 0.265346 9
0.236502 0.747173 8
0.022397 0.362318 6
0.325524 0.825520 0
0.090571 0.741885 4
0.155143 0.345203 5
0.354472 0.864267 5
0.041710 0.295810 5
0.295768 0.848074 5
0.040154 0.785849 5
0.212399 0.288534 5
0.375181 0.775225 4
0.118286 0.345282 5
0.248593 0.725214 10
0.080367 0.726376 1
0.159918 0.246116 0
0.255652 0.667958 6
0.097747 0.333358 8
0.259514 0.725196 6
0.215280 0.679353 9
0.142415 0.350346 8
0.398589 0.789212 2
0.000000 0.294754 7
0.329966 0.789182 0
0.088198 0.761723 4
0.175784 0.365189 5
0.265763 0.751119 5
0.000000 0.301273 6
0.276836 0.767680 8
0.000000 0.739289 0
0.171062 0.279357 3
0.279566 0.770931 5
0.000000 0.389459 7
0.266632 0.795175 8
0.128645 0.735357 5
0.051286 0.382373 9
0.295688 0.773391 6
0.000000 0.365302 9
0.202712 0.781821 5
0.143773 0.757567 1
0.062227 0.270200 8
0.328783 0.843041 5
0.050502 0.383442 10
0.266493 0.686530 9
0.000000 0.732876 5
0.110542 0.278813 10
0.388404 0.847698 5
0.006589 0.269943 5
0.315484 0.770396 5
0.049393 0.671631 4
0.154065 0.283505 4
0.306158 0.749726 8
0.000000 0.324777 9
0.359116 0.751936 7
0.000000 0.821168 2
0.044229 0.324667 10
0.349951 0.751494 7
0.000000 0.296294 9
0.282194 0.911496 3
0.147597 0.688417 10
0.075238 0.387877 6
0.250976 0.787359 6
0.000000 0.273789 8
0.260334 0.760255 6
0.000000 0.726335 0
0.144141 0.282166 5
0.273394 0.746645 10
0.046144 0.330492 6
0.286304 0.717779 9
0.029093 0.684917 0
0.044759 0.271331 7
0.314430 0.722219 7
0.000000 0.258319 9
0.380194 0.794948 1
0.076248 0.771287 1
0.134399 0.227691 0
0.241760 0.770093 9
0.019986 0.370847 6
0.255394 0.732418 8
0.110514 0.703599 8
0.042618 0.302617 7
0.397366 0.617708 1
0.000000 0.381552 6
0.292251 0.742744 6
0.109167 0.694050 10
0.133357 0.295000 1
0.221646 0.756865 9
0.055830 0.277028 5
0.243230 0.862721 0
0.061728 0.765957 2
0.070722 0.333652 8
0.248560 0.800343 10
0.000000 0.270255 5
0.176819 0.817631 2
0.087288 0.771348 5
0.128470 0.321843 8
0.304611 0.697258 10
0.003857 0.245767 6
0.257379 0.774659 9
0.033405 0.760923 3
0.108944 0.399021 8
0.364218 0.800767 0
0.000000 0.276169 6
0.236133 0.775748 5
0.043898 0.707251 1
0.016013 0.345724 6
0.368097 0.812679 3
0.003179 0.289170 8
0.346320 0.712218 6
0.089320 0.586970 3
0.037182 0.260117 6
0.342891 0.753286 5
0.110838 0.350219 5
0.287448 0.869485 4
0.137671 0.668829 9
0.033759 0.315207 8
0.220113 0.811791 1
0.000000 0.196662 1
0.285357 0.789739 7
0.081516 0.731545 1
0.070365 0.350242 8
0.364289 0.749981 0
0.037882 0.276607 9
0.309782 0.765545 5
0.107852 0.724117 4
0.052606 0.353105 8
0.317394 0.765042 5
0.105965 0.360265 7
0.220666 0.820589 1
0.103424 0.608159 3
0.072748 0.303987 6
0.318035 0.844163 1
0.039663 0.251439 7
0.253882 0.715228 7
0.104733 0.677471 8
