n 1500
m 1
tmax 13.304320
0.315765 0.620308 1
0.732891 0.830598 9
0.391823 0.585951 1
0.545188 0.434516 4
0.189799 0.492167 2
0.627238 0.823528 4
0.584328 0.422388 1
0.512741 0.469181 7
0.254935 0.442349 10
0.685405 0.834715 9
0.544157 0.462471 2
0.566673 0.526834 3
0.297798 0.409823 4
0.578350 0.755778 2
0.561346 0.448815 6
0.595989 0.516822 8
0.283736 0.489487 3
0.674963 0.805104 3
0.351941 0.463391 10
0.476102 0.440294 4
0.221133 0.348299 9
0.716758 0.878273 1
0.467918 0.397012 7
0.641179 0.553379 4
0.349851 0.566194 4
0.709389 0.759809 9
0.397412 0.418077 7
0.602288 0.585372 10
0.292845 0.401243 7
0.649401 0.977379 1
0.383978 0.478011 10
0.535266 0.529500 10
0.342936 0.474047 9
0.599491 0.920260 6
0.461755 0.438389 4
0.349084 0.625966 10
0.428308 0.366734 9
0.746011 0.868021 3
0.459025 0.349675 10
0.591317 0.337763 2
0.226334 0.447937 9
0.541672 0.714201 9
0.553852 0.280797 6
0.624486 0.509498 7
0.134095 0.465042 8
0.559460 0.895052 10
0.487070 0.535904 4
0.571915 0.687293 6
0.165286 0.495637 9
0.743808 0.882632 1
0.590115 0.487251 8
0.649683 0.549861 6
0.169492 0.362130 10
0.682222 0.803112 6
0.444544 0.573817 2
0.585135 0.516231 8
0.182177 0.356163 6
0.501671 0.902013 10
0.445246 0.511669 9
0.607700 0.507013 8
0.395336 0.513971 8
0.705714 0.809222 1
0.298058 0.528272 6
0.539330 0.458126 4
0.223713 0.443797 6
0.681125 0.770387 9
0.557527 0.425361 5
0.611223 0.471397 6
0.190416 0.651075 3
0.646999 0.588956 4
0.411064 0.557494 7
0.584208 0.442092 7
0.356154 0.591702 6
0.614020 0.826371 9
0.544869 0.308232 6
0.512436 0.460948 4
0.069233 0.392740 6
0.699288 0.853785 5
0.383386 0.478370 6
0.553482 0.687544 3
0.296049 0.481321 1
0.785840 0.817960 6
0.443208 0.454910 6
