n 300
m 1
tmax 9.621766
0.768946 0.633107 0
0.259673 0.911022 3
0.134047 0.355632 10
0.650230 0.654779 7
0.987029 0.539221 2
0.311284 0.083454 10
0.861372 0.621183 8
0.727498 0.993003 7
0.342847 0.346269 12
0.636373 0.338173 8
0.315957 0.286143 12
0.939894 0.034032 1
0.837823 0.438113 4
0.916252 0.084668 4
0.853443 0.182317 2
0.937577 0.455014 5
0.584351 0.733998 5
0.487361 0.097183 3
0.878078 0.817738 2
0.851532 0.704854 1
0.608593 0.409013 8
0.766285 0.431663 9
0.420153 0.844403 1
0.049339 0.920543 6
0.950611 0.533151 6
0.518914 0.031986 10
0.269605 0.402383 6
0.228104 0.224570 5
0.191192 0.185048 7
0.262843 0.327797 8
0.900181 0.501889 2
0.295967 0.495066 11
0.128282 0.683708 6
0.399681 0.286294 7
0.760285 0.123528 5
0.850359 0.515269 9
0.291911 0.795678 10
0.303752 0.204823 7
0.537486 0.399614 8
0.152377 0.522565 10
0.647280 0.247947 10
0.319574 0.321065 6
0.162674 0.517105 6
0.831859 0.586962 8
0.296821 0.770929 8
0.405346 0.767258 9
0.058346 0.926922 2
0.885821 0.315214 7
0.000935 0.359022 4
0.000868 0.506327 1
0.831943 0.543455 1
0.696925 0.954209 1
0.236546 0.395469 6
0.535364 0.129521 1
0.271405 0.595887 5
0.417778 0.249666 5
0.128043 0.943850 5
0.694896 0.476340 5
0.066424 0.636443 8
0.710003 0.389733 7
0.699918 0.116020 2
0.836655 0.771459 1
0.550310 0.738792 7
0.228318 0.987423 7
0.860972 0.193971 9
0.138573 0.064384 2
0.368748 0.661214 8
0.910783 0.733205 4
0.333841 0.161225 2
0.943088 0.589615 6
0.973471 0.260714 7
0.282803 0.210816 12
0.549981 0.205474 8
0.963239 0.829901 1
0.502914 0.246412 3
0.980088 0.906045 2
0.808047 0.274557 10
0.891004 0.073989 6
0.298798 0.986420 6
0.865088 0.246604 8
0.918738 0.663967 8
0.734380 0.984142 8
0.312400 0.076493 4
0.401320 0.900046 5
0.644831 0.925985 6
0.109003 0.682894 4
0.942170 0.797756 6
0.911096 0.946772 10
0.561074 0.703580 7
0.082406 0.129659 6
0.455654 0.411775 4
0.863149 0.137278 7
0.940691 0.311548 4
0.769119 0.206379 8
0.406869 0.367252 6
0.514473 0.343039 10
0.358244 0.449729 8
0.261852 0.858301 8
0.973473 0.440189 4
0.850569 0.342719 5
0.399422 0.756459 7
0.913055 0.347080 7
0.605636 0.243491 9
0.298492 0.378532 12
0.238818 0.358437 5
0.326879 0.223274 8
0.114284 0.796008 10
0.284716 0.676048 7
0.179449 0.852808 8
0.598082 0.699055 6
0.825838 0.857644 10
0.729865 0.067449 3
0.894680 0.179895 9
0.801219 0.699369 8
0.148210 0.088838 10
0.309942 0.228874 12
0.193625 0.132211 6
0.305604 0.778531 1
0.145991 0.651171 12
0.115242 0.717303 10
0.657189 0.397689 9
0.172769 0.257850 7
0.830934 0.673608 9
0.579542 0.820650 7
0.760994 0.805293 1
0.627955 0.456184 9
0.593019 0.119774 6
0.941900 0.582721 2
0.288600 0.793310 5
0.908246 0.861641 6
0.080914 0.170723 1
0.887930 0.305138 4
0.789580 0.520905 6
0.284574 0.321664 7
0.505126 0.358291 3
0.416352 0.857418 1
0.274426 0.754068 5
0.189779 0.636385 8
0.508818 0.843202 3
0.690268 0.595475 1
0.638796 0.302860 7
0.635364 0.457954 2
0.931732 0.618857 10
0.890606 0.556172 7
0.713508 0.722473 5
0.784106 0.387398 8
0.167990 0.190795 8
0.922558 0.712996 1
0.646551 0.178663 4
0.916173 0.810751 8
0.717338 0.199872 1
0.224011 0.668567 5
0.494141 0.785949 3
0.388927 0.658336 3
0.081612 0.039004 6
0.127300 0.628333 9
0.377940 0.083697 9
0.513342 0.228025 5
0.548794 0.977628 9
0.097436 0.814747 10
0.835405 0.549672 3
0.208080 0.584428 5
0.938134 0.550681 5
0.652304 0.271830 9
0.002209 0.342488 1
0.772396 0.910957 2
0.650737 0.844432 7
0.053071 0.004731 8
0.320717 0.484922 6
0.283283 0.076854 8
0.168779 0.196533 5
0.248345 0.647529 8
0.780235 0.313725 5
0.689907 0.645654 7
0.432560 0.608585 4
0.792638 0.120546 9
0.925733 0.405030 8
0.751042 0.071320 1
0.228177 0.278764 10
0.442486 0.247788 11
0.774302 0.197791 9
0.494462 0.867893 11
0.838197 0.942123 10
0.785288 0.386070 6
0.493599 0.103150 1
0.729611 0.832772 5
0.529501 0.121859 4
0.290414 0.294506 5
0.017503 0.293947 7
0.490943 0.474374 4
0.993765 0.766338 6
0.513456 0.101111 10
0.818844 0.903788 1
0.588033 0.948805 4
0.889957 0.761394 5
0.745502 0.280563 2
0.697475 0.563598 5
0.453700 0.699911 5
0.138765 0.184875 9
0.295145 0.613664 9
0.558506 0.623386 4
0.352571 0.440369 11
0.744511 0.047999 1
0.599327 0.714231 2
0.066620 0.419695 9
0.123067 0.014535 3
0.285968 0.427343 3
0.861381 0.141622 2
0.972292 0.612466 7
0.952757 0.333047 10
0.174437 0.954261 6
0.481766 0.836257 8
0.052103 0.713477 3
0.359570 0.883845 2
0.104469 0.697121 3
0.482986 0.388644 12
0.276543 0.414696 7
0.417566 0.601833 5
0.037217 0.069882 6
0.856148 0.473052 6
0.232606 0.627009 4
0.065319 0.460101 10
0.210094 0.705464 10
0.391336 0.908882 4
0.555569 0.776109 10
0.058662 0.936963 10
0.493802 0.112053 5
0.792390 0.799833 8
0.925890 0.466656 2
0.417532 0.996789 8
0.901506 0.603710 7
0.959935 0.155244 4
0.835108 0.886273 6
0.838457 0.225347 7
0.494960 0.312264 9
0.298420 0.100482 9
0.327265 0.042495 6
0.366224 0.443740 3
0.811709 0.065365 7
0.176200 0.427639 5
0.063827 0.669928 8
0.285897 0.809782 9
0.739055 0.159088 4
0.447682 0.656753 10
0.265254 0.535244 11
0.465557 0.923600 11
0.639596 0.644207 4
0.791895 0.807887 2
0.973461 0.177249 4
0.033107 0.742189 2
0.125428 0.004745 1
0.363467 0.595035 12
0.930940 0.189851 8
0.377834 0.712010 1
0.411859 0.648513 3
0.545574 0.561667 1
0.773360 0.574090 8
0.988275 0.906100 5
0.952695 0.799921 8
0.742924 0.562243 3
0.255513 0.232445 12
0.959250 0.435189 2
0.185923 0.966350 9
0.704925 0.471464 2
0.129323 0.287686 4
0.740172 0.190660 6
0.522112 0.986978 8
0.891461 0.149865 5
0.665164 0.827689 1
0.292617 0.877772 3
0.890244 0.864831 4
0.554216 0.628064 10
0.553013 0.966801 10
0.730041 0.803906 8
0.253599 0.716642 8
0.748990 0.406291 10
0.878216 0.254731 3
0.256485 0.414568 7
0.680764 0.060435 8
0.527016 0.593604 6
0.216862 0.318727 4
0.402452 0.181336 9
0.026211 0.447347 3
0.382308 0.543611 5
0.664608 0.016089 8
0.130651 0.191214 7
0.977032 0.879480 8
0.968462 0.826890 1
0.916773 0.150885 9
0.762096 0.540953 1
0.016528 0.858292 3
0.247203 0.876945 10
0.428335 0.919586 3
0.440165 0.823131 8
0.943757 0.411731 3
0.932186 0.434062 5
0.246124 0.382488 7
0.589330 0.733091 9
0.823382 0.774265 2
0.685479 0.270053 3
